ticker,Company Name,Industry,sector,is_fo_stock,fo_category,Include,stage,stage_raw,stage_variant,stage_confidence,stage_reason,stage_state_reason,stage_failed_since,last_stage2_date,stage_pending_raw,daily_setup_bucket,weekly_setup_bucket,combined_bucket,daily_score,weekly_score,combined_score,industry_boost,final_daily_score,final_weekly_score,final_combined_score,rs_3m_pct,rs_6m_pct,avg_turnover_inr,notes,current_rank,prev_rank,prev_stage,prev_daily_setup_bucket,prev_weekly_setup_bucket,prev_score,rank_change,combined_score_change,new_daily_breakout,new_weekly_breakout,entered_stage_2,new_top_10,new_top_20
NEULANDLAB.NS,Neuland Laboratories Limited,Drug Manufacturers - Specialty & Generic,Healthcare,False,Cash,1,Stage 2,Stage 2,Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-09-24,,watchlist,weekly_forming,watchlist,21.44,65.8,41.4,10.0,21.44,65.8,51.4,19.78,72.88,982299113.25,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",112,33,Stage 2,watchlist,weekly_forming,63.03,-79,-11.630000000000003,False,False,False,False,False
PARADEEP.NS,Paradeep Phosphates Limited,Agricultural Inputs,Basic Materials,False,Cash,1,Stage 2,Stage 2,Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-09-24,,watchlist,weekly_near_pivot,watchlist,35.3,70.9,51.32,0.0,35.3,70.9,51.32,16.59,34.46,415087583.74,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",113,108,Stage 2,watchlist,weekly_near_pivot,52.42,-5,-1.1000000000000014,False,False,False,False,False
OPTIEMUS.NS,Optiemus Infracom Limited,Technology,Technology,False,Cash,1,Stage 2,Stage 2,Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-09-24,,watchlist,weekly_watchlist,watchlist,54.83,24.8,41.32,10.0,54.83,24.8,51.32,59.31,144.89,938551349.31,"Stage 2, Extended Stage 2, trend_template_ok",114,101,Stage 2,watchlist,weekly_watchlist,52.99,-13,-1.6700000000000017,False,False,False,False,False
HERITGFOOD.NS,Heritage Foods Limited,Packaged Foods,Consumer Defensive,False,Cash,1,Stage 2,Stage 2,Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-09-24,,watchlist,weekly_breakout,watchlist,40.26,64.76,51.29,0.0,40.26,64.76,51.29,26.23,32.41,363558301.9,"Stage 2, Early Stage 2, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",115,127,Stage 2,watchlist,weekly_breakout,50.21,12,1.0799999999999983,False,False,False,False,False
MAXESTATES.NS,Max Estates Limited,Real Estate,Real Estate,False,Cash,1,Stage 2,Stage 2,Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-09-24,,watchlist,weekly_breakout,watchlist,35.62,65.8,49.2,2.0,35.62,65.8,51.2,41.81,78.85,137761193.93,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong",116,94,Stage 2,watchlist,weekly_breakout,53.95,-22,-2.75,False,False,False,False,False
LLOYDSENT.NS,Lloyds Enterprises Limited,Steel,Basic Materials,False,Cash,1,Stage 2 Failed,Stage 2,Failed Stage 2,0.7,Failed Stage 2 cooling period is still active; waiting for a fresh base or confirmed reclaim.,Failed Stage 2 hold period active.,,2026-09-22,,watchlist,weekly_watchlist,watchlist,44.03,37.6,41.14,10.0,44.03,37.6,51.14,11.23,77.04,199650438.97,"Stage 2, Stage 2 | Failed Stage 2 hold period active.",117,372,Stage 2 Failed,watchlist,weekly_watchlist,29.95,255,21.19,False,False,False,False,False
CARRARO.NS,Carraro India Limited,Auto Parts,Consumer Cyclical,False,Cash,1,Stage 2,Stage 2,Messy Stage 2,0.64,"Long-term structure is still constructive, but the short-term/weekly structure is not clean.",,,2026-09-24,,watchlist,weekly_forming,watchlist,33.82,60.87,45.99,5.0,33.82,60.87,50.99,3.74,15.99,69678511.3,"Stage 2, Messy Stage 2, weekly_vcp_ok, weekly_volume_dryup, weekly_strong",118,110,Stage 2,watchlist,weekly_forming,52.33,-8,-1.3399999999999963,False,False,False,False,False
RPTECH.NS,Rashi Peripherals Limited,Technology,Technology,False,Cash,1,Stage 2,Stage 2,Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-09-24,,watchlist,weekly_watchlist,watchlist,43.75,37.6,40.98,10.0,43.75,37.6,50.98,16.63,151.17,247741110.99,"Stage 2, Extended Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",119,156,Stage 2,watchlist,weekly_watchlist,47.38,37,3.5999999999999943,False,False,False,False,False
IIFLCAPS.NS,IIFL Capital Services Limited,Capital Markets,Financial Services,False,Cash,1,Stage 2,Stage 2,Stage 2,0.76,Advancing structure detected.,,,2026-09-24,,watchlist,weekly_near_pivot,watchlist,35.78,69.53,50.97,0.0,35.78,69.53,50.97,5.28,31.98,188044121.27,"Stage 2, Stage 2, weekly_vcp_ok, weekly_strong",120,61,Stage 2,watchlist,weekly_near_pivot,59.23,-59,-8.259999999999998,False,False,False,False,False
BLACKBUCK.NS,BLACKBUCK LIMITED,Software - Application,Technology,False,Cash,1,Stage 2,Stage 2,Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-09-24,,watchlist,weekly_near_pivot,watchlist,28.36,67.33,45.9,5.0,28.36,67.33,50.9,12.26,3.07,508483933.58,"Stage 2, Early Stage 2, weekly_vcp_ok, weekly_strong",121,122,Stage 2,watchlist,weekly_near_pivot,51.25,1,-0.3500000000000014,False,False,False,False,False
LTFOODS.NS,LT Foods Limited,Packaged Foods,Consumer Defensive,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-24,,watchlist,weekly_forming,watchlist,42.24,61.41,50.87,0.0,42.24,61.41,50.87,15.89,9.25,207891514.05,"Stage 2, Clean Stage 2, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",122,113,Stage 2,watchlist,weekly_forming,52.1,-9,-1.230000000000004,False,False,False,False,False
NOCIL.NS,NOCIL Limited,Specialty Chemicals,Basic Materials,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-24,,watchlist,weekly_watchlist,watchlist,52.41,37.86,45.86,5.0,52.41,37.86,50.86,9.4,15.17,417436961.28,"Stage 2, Clean Stage 2, trend_template_ok",123,86,Stage 2,watchlist,weekly_watchlist,54.91,-37,-4.049999999999997,False,False,False,False,False
MOTILALOFS.NS,Motilal Oswal Financial Services Limited,Capital Markets,Financial Services,True,F&O,1,Stage 2,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-24,,watchlist,weekly_breakout,watchlist,40.17,63.9,50.85,0.0,40.17,63.9,50.85,10.68,50.33,779675801.41,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",124,120,Stage 2,watchlist,weekly_breakout,51.48,-4,-0.6299999999999955,False,False,False,False,False
PNBHOUSING.NS,PNB Housing Finance Limited,Mortgage Finance,Financial Services,True,F&O,1,Stage 2,Stage 2,Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-09-24,,watchlist,weekly_forming,watchlist,40.94,62.64,50.7,0.0,40.94,62.64,50.7,7.95,40.46,1044306889.8,"Stage 2, Early Stage 2, weekly_vcp_ok, weekly_volume_dryup, weekly_strong",125,118,Stage 2,watchlist,weekly_forming,51.54,-7,-0.8399999999999963,False,False,False,False,False
BALRAMCHIN.NS,Balrampur Chini Mills Limited,Consumer Defensive,Consumer Defensive,False,Cash,1,Stage 2,Stage 2,Stage 2,0.76,Advancing structure detected.,,,2026-09-24,,watchlist,weekly_forming,watchlist,39.4,64.43,50.66,0.0,39.4,64.43,50.66,28.7,37.56,2925578857.46,"Stage 2, Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",126,147,Stage 2,watchlist,weekly_forming,48.07,21,2.5899999999999963,False,False,False,False,False
ROLEXRINGS.NS,Rolex Rings Limited,Metal Fabrication,Industrials,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-24,,watchlist,weekly_watchlist,watchlist,44.88,35.2,40.52,10.0,44.88,35.2,50.52,33.46,66.44,301483222.75,"Stage 2, Clean Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",127,152,Stage 2,watchlist,weekly_watchlist,47.77,25,2.75,False,False,False,False,False
TFCILTD.NS,Tourism Finance Corporation of India Limited,Credit Services,Financial Services,False,Cash,1,Stage 2,Stage 2,Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-09-24,,forming_vcp,weekly_watchlist,watchlist,63.24,30.4,48.46,2.0,63.24,30.4,50.46,84.69,110.46,1413690623.18,"Stage 2, Extended Stage 2, trend_template_ok, daily_vcp_ok, volume_dryup",128,83,Stage 2,near_pivot,weekly_watchlist,55.19,-45,-4.729999999999997,False,False,False,False,False
RAYMOND.NS,Raymond Limited,Specialty Industrial Machinery,Industrials,False,Cash,1,Stage 2,Stage 2,Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-09-24,,watchlist,weekly_watchlist,watchlist,55.2,22.4,40.44,10.0,55.2,22.4,50.44,105.43,240.12,6233844828.54,"Stage 2, Extended Stage 2, trend_template_ok",129,112,Stage 2,watchlist,weekly_watchlist,52.13,-17,-1.6900000000000048,False,False,False,False,False
63MOONS.NS,63 moons technologies limited,Software - Application,Technology,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-24,,forming_vcp,weekly_watchlist,watchlist,63.2,23.6,45.38,5.0,63.2,23.6,50.38,32.37,69.47,448825320.16,"Stage 2, Clean Stage 2, trend_template_ok, daily_vcp_ok, volume_dryup, weekly_volume_dryup",130,125,Stage 2,forming_vcp,weekly_watchlist,50.9,-5,-0.519999999999996,False,False,False,False,False
USHAMART.NS,Usha Martin Limited,Steel,Basic Materials,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-24,,watchlist,weekly_near_pivot,watchlist,16.91,68.66,40.2,10.0,16.91,68.66,50.2,9.11,27.54,655564406.82,"Stage 2, Clean Stage 2, weekly_vcp_ok, weekly_strong",131,124,Stage 2,watchlist,weekly_near_pivot,51.05,-7,-0.8499999999999943,False,False,False,False,False
GAIL.NS,GAIL (India) Limited,Utilities,Utilities,True,F&O,1,Stage 2,Stage 2,Messy Stage 2,0.64,"Long-term structure is still constructive, but the short-term/weekly structure is not clean.",,,2026-09-24,,watchlist,weekly_near_pivot,watchlist,35.34,68.24,50.15,0.0,35.34,68.24,50.15,2.29,22.13,999691294.67,"Stage 2, Messy Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",132,71,Stage 2,watchlist,weekly_near_pivot,56.45,-61,-6.300000000000004,False,False,False,False,False
STYLEBAAZA.NS,Baazar Style Retail Limited,Consumer Cyclical,Consumer Cyclical,False,Cash,1,Stage 2,Stage 2,Stage 2,0.76,Advancing structure detected.,,,2026-09-24,,watchlist,weekly_forming,watchlist,46.67,49.89,48.12,2.0,46.67,49.89,50.12,31.23,26.63,347142602.53,"Stage 2, Stage 2, trend_template_ok, weekly_vcp_ok",133,126,Stage 2,watchlist,weekly_forming,50.64,-7,-0.5200000000000031,False,False,False,False,False
IDFCFIRSTB.NS,IDFC First Bank Limited,Banks - Regional,Financial Services,True,F&O,1,Stage 2,Stage 2,Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-09-24,,watchlist,weekly_near_pivot,watchlist,29.69,70.62,48.11,2.0,29.69,70.62,50.11,9.52,38.66,1797711144.06,"Stage 2, Early Stage 2, weekly_vcp_ok, weekly_strong",134,103,Stage 2,watchlist,weekly_near_pivot,52.91,-31,-2.799999999999997,False,False,False,False,False
MEDANTA.NS,Global Health Limited,Medical Care Facilities,Healthcare,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-24,,watchlist,weekly_near_pivot,watchlist,39.04,58.87,47.96,2.0,39.04,58.87,49.96,16.9,50.83,389214275.53,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup",135,133,Stage 2,watchlist,weekly_near_pivot,49.62,-2,0.3400000000000034,False,False,False,False,False
ICIL.NS,Indo Count Industries Limited,Textile Manufacturing,Consumer Cyclical,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-24,,watchlist,weekly_watchlist,watchlist,42.88,36.4,39.96,10.0,42.88,36.4,49.96,5.47,80.64,318089999.11,"Stage 2, Clean Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",136,129,Stage 2,watchlist,weekly_watchlist,49.96,-7,0.0,False,False,False,False,False
GMMPFAUDLR.NS,GMM Pfaudler Limited,Specialty Industrial Machinery,Industrials,False,Cash,1,Stage 2,Stage 2,Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-09-24,,watchlist,weekly_breakout,watchlist,17.75,66.9,39.87,10.0,17.75,66.9,49.87,97.08,77.63,762363377.72,"Stage 2, Extended Stage 2, weekly_vcp_ok, weekly_strong",137,130,Stage 2,watchlist,weekly_breakout,49.87,-7,0.0,False,False,False,False,False
GODREJAGRO.NS,Godrej Agrovet Limited,Packaged Foods,Consumer Defensive,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-24,,watchlist,weekly_breakout,watchlist,38.98,63.01,49.79,0.0,38.98,63.01,49.79,24.64,16.42,587691587.15,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",138,68,Stage 2,watchlist,weekly_breakout,57.07,-70,-7.280000000000001,False,False,False,False,False
KTKBANK.NS,The Karnataka Bank Limited,Banks - Regional,Financial Services,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-24,,forming_vcp,weekly_watchlist,watchlist,61.05,31.05,47.55,2.0,61.05,31.05,49.55,27.46,47.04,678673431.25,"Stage 2, Clean Stage 2, trend_template_ok, daily_vcp_ok, volume_dryup, weekly_volume_dryup",139,134,Stage 2,forming_vcp,weekly_watchlist,49.54,-5,0.00999999999999801,False,False,False,False,False
CHALET.NS,Chalet Hotels Limited,Lodging,Consumer Cyclical,False,Cash,1,Stage 2,Stage 2,Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-09-24,,watchlist,weekly_breakout,watchlist,32.8,65.4,47.47,2.0,32.8,65.4,49.47,10.69,21.94,149290744.4,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",140,128,Stage 2,watchlist,weekly_breakout,50.11,-12,-0.6400000000000006,False,False,False,False,False
FINCABLES.NS,Finolex Cables Limited,Electrical Equipment & Parts,Industrials,False,Cash,1,Stage 2,Stage 2,Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-09-24,,watchlist,weekly_watchlist,watchlist,40.6,37.6,39.25,10.0,40.6,37.6,49.25,31.59,83.21,1729686138.96,"Stage 2, Extended Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",141,146,Stage 2,watchlist,weekly_watchlist,48.09,5,1.1599999999999966,False,False,False,False,False
GNFC.NS,Gujarat Narmada Valley Fertilizers and Chemicals Limited,Chemicals,Basic Materials,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-24,,watchlist,weekly_watchlist,watchlist,60.09,24.8,44.21,5.0,60.09,24.8,49.21,26.22,66.06,741920292.56,"Stage 2, Clean Stage 2, trend_template_ok",142,193,Stage 2,watchlist,weekly_watchlist,45.05,51,4.160000000000004,False,False,False,False,False
HNDFDS.NS,Hindustan Foods Limited,Conglomerates,Industrials,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-24,,watchlist,weekly_forming,watchlist,38.37,62.14,49.07,0.0,38.37,62.14,49.07,13.17,19.23,53115470.16,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",143,132,Stage 2,watchlist,weekly_forming,49.64,-11,-0.5700000000000003,False,False,False,False,False
PVRINOX.NS,PVR INOX Limited,Communication Services,Communication Services,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-24,,watchlist,weekly_forming,watchlist,38.62,50.41,43.93,5.0,38.62,50.41,48.93,31.3,31.76,871164504.8,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup",144,137,Stage 2,watchlist,weekly_forming,48.97,-7,-0.03999999999999915,False,False,False,False,False
METROPOLIS.NS,Metropolis Healthcare Limited,Diagnostics & Research,Healthcare,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-24,,watchlist,weekly_watchlist,watchlist,39.1,38.72,38.93,10.0,39.1,38.72,48.93,10.61,36.6,124996074.32,"Stage 2, Clean Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",145,138,Stage 2,watchlist,weekly_watchlist,48.97,-7,-0.03999999999999915,False,False,False,False,False
ENDURANCE.NS,Endurance Technologies Limited,Auto Parts,Consumer Cyclical,False,Cash,1,Stage 2,Stage 2,Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-09-24,,watchlist,weekly_forming,watchlist,30.72,60.05,43.92,5.0,30.72,60.05,48.92,5.49,16.98,227952594.13,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",146,131,Stage 2,watchlist,weekly_forming,49.71,-15,-0.7899999999999991,False,False,False,False,False
HATSUN.NS,Hatsun Agro Product Limited,Packaged Foods,Consumer Defensive,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-24,,watchlist,weekly_breakout,watchlist,35.87,64.52,48.76,0.0,35.87,64.52,48.76,29.66,26.57,142837001.79,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong",147,151,Stage 2,watchlist,weekly_breakout,47.78,4,0.9799999999999969,False,False,False,False,False
SBCL.NS,Shivalik Bimetal Controls Limited,Metal Fabrication,Industrials,False,Cash,1,Stage 2,Stage 2,Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-09-24,,watchlist,weekly_watchlist,watchlist,40.12,36.4,38.45,10.0,40.12,36.4,48.45,57.18,175.75,368616381.11,"Stage 2, Extended Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",148,142,Stage 2,watchlist,weekly_watchlist,48.45,-6,0.0,False,False,False,False,False
MANYAVAR.NS,Vedant Fashions Limited,Apparel Manufacturing,Consumer Cyclical,False,Cash,1,Stage 2 Failed,Stage 2,Failed Stage 2,0.7,Failed Stage 2 cooling period is still active; waiting for a fresh base or confirmed reclaim.,Failed Stage 2 hold period active.,,2026-09-17,,watchlist,weekly_forming,watchlist,37.45,61.4,48.23,0.0,37.45,61.4,48.23,37.53,52.91,210887810.16,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong | Failed Stage 2 hold period active.",149,363,Stage 2 Failed,watchlist,weekly_watchlist,30.58,214,17.65,False,False,False,False,False
KMEW.NS,Knowledge Marine & Engineering Works Limited,Marine Shipping,Industrials,False,Cash,1,Stage 2,Stage 2,Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-09-24,,watchlist,weekly_watchlist,watchlist,58.26,24.8,43.2,5.0,58.26,24.8,48.2,33.92,80.56,270670306.22,"Stage 2, Extended Stage 2, trend_template_ok",150,148,Stage 2,watchlist,weekly_watchlist,47.91,-2,0.29000000000000625,False,False,False,False,False
SIEMENS.NS,Siemens Limited,Specialty Industrial Machinery,Industrials,True,F&O,1,Stage 2,Stage 2,Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-09-24,,watchlist,weekly_watchlist,watchlist,43.88,31.26,38.2,10.0,43.88,31.26,48.2,12.46,28.14,996450291.51,"Stage 2, Early Stage 2, daily_vcp_ok, volume_dryup, weekly_volume_dryup",151,144,Stage 2,watchlist,weekly_watchlist,48.37,-7,-0.1699999999999946,False,False,False,False,False
MOTHERSON.NS,Samvardhana Motherson International Limited,Auto Parts,Consumer Cyclical,True,F&O,1,Stage 2,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-24,,watchlist,weekly_watchlist,watchlist,50.55,34.08,43.14,5.0,50.55,34.08,48.14,15.57,53.25,1858457739.81,"Stage 2, Clean Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",152,206,Stage 2,watchlist,weekly_watchlist,44.44,54,3.700000000000003,False,False,False,False,False
NAVINFLUOR.NS,Navin Fluorine International Limited,Chemicals,Basic Materials,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-24,,watchlist,weekly_watchlist,watchlist,50.39,34.17,43.09,5.0,50.39,34.17,48.09,16.22,41.44,1091639134.75,"Stage 2, Clean Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",153,276,Stage 2,watchlist,weekly_watchlist,39.01,123,9.080000000000005,False,False,False,False,False
EMCURE.NS,Emcure Pharmaceuticals Limited,Drug Manufacturers - Specialty & Generic,Healthcare,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-24,,watchlist,weekly_watchlist,watchlist,39.34,36.17,37.91,10.0,39.34,36.17,47.91,9.78,21.91,396032396.86,"Stage 2, Clean Stage 2, trend_template_ok, weekly_volume_dryup",154,145,Stage 2,watchlist,weekly_watchlist,48.09,-9,-0.18000000000000682,False,False,False,False,False
JSL.NS,Jindal Stainless Limited,Steel,Basic Materials,False,Cash,1,Stage 1,Stage 1,Stage 1 - Early Turn,0.66,The stock is improving from a repair/base area but has not confirmed a clean Stage 2 yet.,,,,,watchlist,weekly_watchlist,watchlist,23.71,54.68,37.65,10.0,23.71,54.68,47.65,13.23,5.61,962370387.64,"Stage 1, Stage 1 - Early Turn, stage1_base_ready, weekly_vcp_ok, weekly_strong, stage1_not_actionable",155,241,Stage 1,watchlist,weekly_watchlist,41.11,86,6.539999999999999,False,False,False,False,False
BALUFORGE.NS,Balu Forge Industries Limited,Metal Fabrication,Industrials,False,Cash,1,Stage 2 Failed,Not Sure,Failed Stage 2,0.72,"This stock was recently Stage 2, but the latest structure no longer satisfies Stage 2 rules. It is kept as Stage 2 Failed until a fresh base/repair structure forms.",Recent Stage 2 break; public stage held as Stage 2 Failed.,2026-09-25,2026-09-21,,watchlist,weekly_watchlist,watchlist,27.38,49.93,37.53,10.0,27.38,49.93,47.53,11.92,18.4,607179420.42,"Not Sure, Not Sure, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong | Stage 2 failed state applied from stage memory.",156,140,Stage 2 Failed,watchlist,weekly_watchlist,48.51,-16,-0.9799999999999969,False,False,False,False,False
JINDALSTEL.NS,JINDAL STEEL LIMITED,Steel,Basic Materials,True,F&O,1,Stage 2,Stage 2,Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-09-24,,watchlist,weekly_watchlist,watchlist,38.91,35.81,37.52,10.0,38.91,35.81,47.52,16.46,1.6,766934615.71,"Stage 2, Early Stage 2, volume_dryup, weekly_volume_dryup",157,155,Stage 2,watchlist,weekly_watchlist,47.44,-2,0.0800000000000054,False,False,False,False,False
KDDL.NS,KDDL Limited,Luxury Goods,Consumer Cyclical,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-24,,watchlist,weekly_watchlist,watchlist,38.03,36.4,37.3,10.0,38.03,36.4,47.3,25.35,98.49,138029270.27,"Stage 2, Clean Stage 2, trend_template_ok, volume_dryup",158,141,Stage 2,watchlist,weekly_watchlist,48.46,-17,-1.1600000000000037,False,False,False,False,False
LMW.NS,LMW Limited,Specialty Industrial Machinery,Industrials,False,Cash,1,Stage 2,Stage 2,Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-09-24,,watchlist,weekly_forming,watchlist,16.09,62.82,37.12,10.0,16.09,62.82,47.12,12.27,37.96,100933516.7,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",159,182,Stage 2,watchlist,weekly_forming,45.89,23,1.2299999999999969,False,False,False,False,False
VIJAYA.NS,Vijaya Diagnostic Centre Limited,Diagnostics & Research,Healthcare,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-24,,watchlist,weekly_watchlist,watchlist,38.55,35.2,37.04,10.0,38.55,35.2,47.04,13.68,70.36,228713078.06,"Stage 2, Clean Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",160,157,Stage 2,watchlist,weekly_watchlist,47.29,-3,-0.25,False,False,False,False,False
MSTCLTD.NS,Mstc Limited,Conglomerates,Industrials,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-09-24,,watchlist,weekly_watchlist,watchlist,57.67,34.0,47.02,0.0,57.67,34.0,47.02,7.74,92.01,235303856.74,"Stage 2, Clean Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",161,159,Stage 2,watchlist,weekly_watchlist,47.21,-2,-0.18999999999999773,False,False,False,False,False
NRBBEARING.NS,NRB Bearing Limited,Auto Parts,Consumer Cyclical,False,Cash,1,Stage 2,Stage 2,Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-09-24,,watchlist,weekly_watchlist,watchlist,57.08,23.6,42.01,5.0,57.08,23.6,47.01,29.28,148.06,505151973.84,"Stage 2, Extended Stage 2, trend_template_ok",162,162,Stage 2,watchlist,weekly_watchlist,47.01,0,0.0,False,False,False,False,False
