ticker,Company Name,Industry,sector,is_fo_stock,fo_category,Include,stage,stage_variant,stage_confidence,stage_reason,daily_setup_bucket,weekly_setup_bucket,combined_bucket,daily_score,weekly_score,combined_score,industry_boost,final_daily_score,final_weekly_score,final_combined_score,rs_3m_pct,rs_6m_pct,avg_turnover_inr,notes,current_rank,prev_rank,prev_stage,prev_daily_setup_bucket,prev_weekly_setup_bucket,prev_score,rank_change,combined_score_change,new_daily_breakout,new_weekly_breakout,entered_stage_2,new_top_10,new_top_20
ROSSTECH.NS,Rossell Techsys Limited,Aerospace & Defense,Industrials,False,Cash,1,Stage 2,Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",watchlist,weekly_breakout,watchlist,59.14,65.8,62.14,10.0,59.14,65.8,72.14,41.3,47.44,130793265.91,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong",7,26,Stage 2,watchlist,weekly_breakout,65.7,19,6.439999999999998,False,False,False,True,True
RPTECH.NS,Rashi Peripherals Limited,Technology,Technology,False,Cash,1,Stage 2,Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",watchlist,weekly_breakout,watchlist,59.56,62.6,60.93,10.0,59.56,62.6,70.93,56.82,72.0,137455356.93,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong",9,18,Stage 2,watchlist,weekly_breakout,69.22,9,1.710000000000008,False,False,False,True,False
GMDCLTD.NS,Gujarat Mineral Development Corporation Limited,Energy,Energy,False,Cash,1,Stage 2,Stage 2,0.76,Advancing structure detected.,watchlist,weekly_forming,watchlist,61.13,64.59,62.69,10.0,61.13,64.59,72.69,28.24,28.7,2491538389.95,"Stage 2, Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",5,13,Stage 2,watchlist,weekly_forming,70.68,8,2.009999999999991,False,False,False,True,False
INOXINDIA.NS,INOX India Limited,Specialty Industrial Machinery,Industrials,False,Cash,1,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",watchlist,weekly_breakout,watchlist,60.1,63.91,61.81,10.0,60.1,63.91,71.81,33.57,27.53,365354475.74,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong",8,12,Stage 2,watchlist,weekly_breakout,71.77,4,0.04000000000000625,False,False,False,True,False
ABSLAMC.NS,Aditya Birla Sun Life AMC Limited,Asset Management,Financial Services,False,Cash,1,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",watchlist,weekly_near_pivot,watchlist,59.16,72.89,65.34,2.0,59.16,72.89,67.34,23.6,47.33,520873731.04,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",16,22,Stage 2,watchlist,weekly_near_pivot,66.77,6,0.5700000000000074,False,False,False,False,True
ADANIGREEN.NS,Adani Green Energy Limited,Utilities - Renewable,Utilities,True,F&O,1,Stage 2,Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",watchlist,weekly_breakout,watchlist,56.83,65.42,60.7,5.0,56.83,65.42,65.7,41.47,34.74,6404340371.91,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong",20,25,Stage 2,watchlist,weekly_breakout,65.86,5,-0.1599999999999966,False,False,False,False,True
VISHNU.NS,Vishnu Chemicals Limited,Specialty Chemicals,Basic Materials,False,Cash,1,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",watchlist,weekly_breakout,watchlist,60.82,63.37,61.97,5.0,60.82,63.37,66.97,23.28,32.4,57456487.27,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong",18,21,Stage 2,watchlist,weekly_breakout,67.23,3,-0.2600000000000051,False,False,False,False,True
GLAND.NS,Gland Pharma Limited,Drug Manufacturers - Specialty & Generic,Healthcare,False,Cash,1,Stage 2,Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",watchlist,weekly_breakout,watchlist,23.01,64.99,41.9,10.0,23.01,64.99,51.9,34.84,37.11,1510655710.1,"Stage 2, Extended Stage 2, weekly_vcp_ok, weekly_strong",87,270,Stage 1,watchlist,weekly_watchlist,32.26,183,19.64,False,True,True,False,False
PARAS.NS,Paras Defence and Space Technologies Limited,Aerospace & Defense,Industrials,False,Cash,1,Stage 2,Stage 2,0.76,Advancing structure detected.,watchlist,weekly_breakout,watchlist,31.64,70.55,49.15,10.0,31.64,70.55,59.15,31.38,16.12,1488691241.07,"Stage 2, Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong",50,170,Stage 2,watchlist,weekly_near_pivot,42.03,120,17.119999999999997,False,True,False,False,False
CENTUM.NS,Centum Electronics Limited,Electronic Components,Technology,False,Cash,1,Stage 2,Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",watchlist,weekly_breakout,watchlist,23.25,65.8,42.4,10.0,23.25,65.8,52.4,42.89,40.88,232228718.82,"Stage 2, Early Stage 2, weekly_vcp_ok, weekly_strong",81,116,Stage 2,watchlist,weekly_near_pivot,47.82,35,4.579999999999998,False,True,False,False,False
CARYSIL.NS,CARYSIL LIMITED,"Furnishings, Fixtures & Appliances",Consumer Cyclical,False,Cash,1,Stage 2,Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",watchlist,weekly_breakout,watchlist,22.47,68.27,43.08,0.0,22.47,68.27,43.08,14.83,9.86,167302343.51,"Stage 2, Extended Stage 2, weekly_vcp_ok, weekly_strong",162,163,Stage 2,watchlist,weekly_near_pivot,42.54,1,0.5399999999999991,False,True,False,False,False
INDIAGLYCO.NS,India Glycols Limited,Chemicals,Basic Materials,False,Cash,1,Stage 2,Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",watchlist,weekly_breakout,watchlist,33.25,67.16,48.51,5.0,33.25,67.16,53.51,12.66,0.98,202073079.63,"Stage 2, Early Stage 2, weekly_vcp_ok, weekly_volume_dryup, weekly_strong",73,73,Stage 2,watchlist,weekly_near_pivot,53.33,0,0.17999999999999972,False,True,False,False,False
KIMS.NS,Krishna Institute of Medical Sciences Limited,Medical Care Facilities,Healthcare,False,Cash,1,Stage 2,Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",watchlist,weekly_breakout,watchlist,17.5,69.8,41.03,2.0,17.5,69.8,43.03,16.24,23.81,459535491.23,"Stage 2, Early Stage 2, weekly_vcp_ok, weekly_strong",164,131,Stage 2,watchlist,weekly_near_pivot,45.83,-33,-2.799999999999997,False,True,False,False,False
GRASIM.NS,Grasim Industries Limited,Building Materials,Basic Materials,True,F&O,1,Stage 2,Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",watchlist,weekly_watchlist,watchlist,23.33,23.16,23.25,0.0,23.33,23.16,23.25,16.66,22.92,3220536281.3,"Stage 2, Early Stage 2",390,761,Stage 1,watchlist,weekly_watchlist,3.01,371,20.240000000000002,False,False,True,False,False
METROBRAND.NS,Metro Brands Limited,Consumer Cyclical,Consumer Cyclical,False,Cash,1,Stage 1,Stage 1 - Early Turn,0.66,The stock is improving from a repair/base area but has not confirmed a clean Stage 2 yet.,watchlist,weekly_watchlist,watchlist,19.23,20.13,19.64,0.0,19.23,20.13,19.64,11.31,9.96,50951576.76,"Stage 1, Stage 1 - Early Turn, stage1_not_actionable, stage1_needs_more_base",446,758,Stage 4,watchlist,weekly_watchlist,3.2,312,16.44,False,False,False,False,False
PRUDENT.NS,Prudent Corporate Advisory Services Limited,Asset Management,Financial Services,False,Cash,1,Stage 2,Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",watchlist,weekly_watchlist,watchlist,14.36,20.74,17.23,2.0,14.36,20.74,19.23,10.94,16.43,89905618.33,"Stage 2, Early Stage 2, weekly_volume_dryup",453,760,Stage 3,watchlist,weekly_watchlist,3.09,307,16.14,False,False,True,False,False
PHOENIXLTD.NS,The Phoenix Mills Limited,Real Estate,Real Estate,True,F&O,1,Stage 2,Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",watchlist,weekly_watchlist,watchlist,48.17,28.13,39.15,0.0,48.17,28.13,39.15,9.15,12.12,765493102.28,"Stage 2, Early Stage 2, volume_dryup, weekly_volume_dryup",203,502,Stage 1,watchlist,weekly_watchlist,15.58,299,23.57,False,False,True,False,False
AMBER.NS,Amber Enterprises India Limited,"Furnishings, Fixtures & Appliances",Consumer Cyclical,True,F&O,1,Stage 2,Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",watchlist,weekly_near_pivot,watchlist,15.53,67.35,38.85,0.0,15.53,67.35,38.85,4.3,11.17,3875322494.18,"Stage 2, Early Stage 2, weekly_vcp_ok, weekly_strong",205,452,Stage 1,watchlist,weekly_watchlist,18.86,247,19.990000000000002,False,False,True,False,False
SANDHAR.NS,Sandhar Technologies Limited,Auto Parts,Consumer Cyclical,False,Cash,1,Stage 2,Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",watchlist,weekly_watchlist,watchlist,44.37,24.55,35.45,2.0,44.37,24.55,37.45,26.7,14.79,247618858.8,"Stage 2, Extended Stage 2",221,410,Stage 1,watchlist,weekly_watchlist,21.8,189,15.650000000000002,False,False,True,False,False
PITTIENG.NS,Pitti Engineering Limited,Metal Fabrication,Industrials,False,Cash,1,Stage 2,Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",watchlist,weekly_near_pivot,watchlist,21.14,68.72,42.55,10.0,21.14,68.72,52.55,15.14,14.03,79331313.24,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",79,267,Stage 3,watchlist,weekly_watchlist,32.5,188,20.049999999999997,False,False,True,False,False
ZYDUSLIFE.NS,Zydus Lifesciences Limited,Drug Manufacturers - Specialty & Generic,Healthcare,True,F&O,1,Stage 2,Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",watchlist,weekly_watchlist,watchlist,39.19,22.26,31.57,10.0,39.19,22.26,41.57,22.21,20.34,1995624543.04,"Stage 2, Early Stage 2",181,369,Stage 1,watchlist,weekly_watchlist,24.29,188,17.28,False,False,True,False,False
AVANTEL.NS,Avantel Limited,Communication Equipment,Technology,False,Cash,1,Stage 2,Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",watchlist,weekly_near_pivot,watchlist,36.33,69.25,51.14,10.0,36.33,69.25,61.14,15.94,7.54,407906166.11,"Stage 2, Early Stage 2, weekly_vcp_ok, weekly_strong",40,218,Stage 1,watchlist,weekly_watchlist,37.24,178,23.9,False,False,True,False,False
HAL.NS,Hindustan Aeronautics Limited,Aerospace & Defense,Industrials,True,F&O,1,Stage 1,Stage 1 - Early Turn,0.66,The stock is improving from a repair/base area but has not confirmed a clean Stage 2 yet.,watchlist,weekly_watchlist,watchlist,0.0,8.0,3.6,10.0,0.0,8.0,13.6,11.64,0.36,6187124499.17,"Stage 1, Stage 1 - Early Turn, stage1_not_actionable, stage1_needs_more_base",526,691,Stage 4,watchlist,weekly_watchlist,5.81,165,7.79,False,False,False,False,False
KRN.NS,KRN Heat Exchanger and Refrigeration Limited,Electronic Components,Technology,False,Cash,1,Stage 2,Messy Stage 2,0.64,"Long-term structure is still constructive, but the short-term/weekly structure is not clean.",watchlist,weekly_watchlist,watchlist,35.38,23.6,30.08,10.0,35.38,23.6,40.08,55.34,43.91,877389169.3,"Stage 2, Messy Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",195,358,Stage 2,watchlist,weekly_watchlist,25.04,163,15.04,False,False,False,False,False
ASHIANA.NS,Ashiana Housing Limited,Real Estate,Real Estate,False,Cash,1,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",watchlist,weekly_watchlist,watchlist,33.25,34.46,33.79,0.0,33.25,34.46,33.79,22.19,38.41,31000621.93,"Stage 2, Clean Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",257,400,Stage 2,watchlist,weekly_watchlist,22.38,143,11.41,False,False,False,False,False
THANGAMAYL.NS,Thangamayil Jewellery Limited,Luxury Goods,Consumer Cyclical,False,Cash,1,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",watchlist,weekly_watchlist,watchlist,33.91,30.14,32.21,2.0,33.91,30.14,34.21,12.65,28.74,590319304.98,"Stage 2, Clean Stage 2, trend_template_ok",254,394,Stage 2,watchlist,weekly_watchlist,22.8,140,11.41,False,False,False,False,False
RELAXO.NS,Relaxo Footwears Limited,Consumer Cyclical,Consumer Cyclical,False,Cash,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,0.0,7.6,3.42,0.0,0.0,7.6,3.42,-9.3,-22.63,45057012.71,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, weekly_volume_dryup, downtrend",758,884,Stage 4,watchlist,weekly_watchlist,0.0,126,3.42,False,False,False,False,False
SAFARI.NS,Safari Industries (India) Limited,Consumer Cyclical,Consumer Cyclical,False,Cash,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,9.55,6.4,8.13,0.0,9.55,6.4,8.13,-3.59,-22.38,173769701.67,"Stage 4, Stage 4 - Weak/Declining, downtrend",628,751,Stage 4,watchlist,weekly_watchlist,3.47,123,4.66,False,False,False,False,False
ARVSMART.NS,Arvind SmartSpaces Limited,Real Estate,Real Estate,False,Cash,1,Stage 1,Stage 1 - Early Turn,0.66,The stock is improving from a repair/base area but has not confirmed a clean Stage 2 yet.,watchlist,weekly_watchlist,watchlist,18.23,22.64,20.21,0.0,18.23,22.64,20.21,21.44,10.93,60322966.88,"Stage 1, Stage 1 - Early Turn, volume_dryup, weekly_volume_dryup, stage1_not_actionable, stage1_needs_more_base",439,556,Stage 1,watchlist,weekly_watchlist,11.62,117,8.590000000000002,False,False,False,False,False
MAZDOCK.NS,Mazagon Dock Shipbuilders Limited,Aerospace & Defense,Industrials,True,F&O,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,10.0,0.0,0.0,10.0,11.57,-3.33,4073510375.14,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, weekly_volume_dryup, downtrend",584,701,Stage 4,watchlist,weekly_watchlist,5.0,117,5.0,False,False,False,False,False
UNIMECH.NS,Unimech Aerospace and Manufacturing Limited,Aerospace & Defense,Industrials,False,Cash,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,10.0,0.0,0.0,10.0,9.7,1.88,94176117.49,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, weekly_volume_dryup, downtrend",590,707,Stage 4,watchlist,weekly_watchlist,5.0,117,5.0,False,False,False,False,False
VARROC.NS,Varroc Engineering Limited,Auto Parts,Consumer Cyclical,False,Cash,1,Stage 1,Stage 1 - Unclear/Repair,0.58,Not enough evidence for Stage 2 or Stage 4; classified as repair/unclear structure.,watchlist,weekly_watchlist,watchlist,17.54,42.34,28.7,2.0,17.54,42.34,30.7,8.95,-3.51,50187131.08,"Stage 1, Stage 1 - Unclear/Repair, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",300,415,Stage 4,watchlist,weekly_watchlist,21.53,115,9.169999999999998,False,False,False,False,False
PIDILITIND.NS,Pidilite Industries Limited,Specialty Chemicals,Basic Materials,True,F&O,1,Stage 1,Stage 1 - Unclear/Repair,0.58,Not enough evidence for Stage 2 or Stage 4; classified as repair/unclear structure.,watchlist,weekly_watchlist,watchlist,18.96,15.59,17.44,5.0,18.96,15.59,22.44,6.38,7.48,1549893631.44,"Stage 1, Stage 1 - Unclear/Repair, stage1_base_ready, weekly_volume_dryup, stage1_not_actionable",401,514,Stage 4,watchlist,weekly_watchlist,14.38,113,8.06,False,False,False,False,False
AEGISLOG.NS,Aegis Logistics Limited,Oil & Gas Refining & Marketing,Energy,False,Cash,1,Stage 1,Stage 1 - Early Turn,0.66,The stock is improving from a repair/base area but has not confirmed a clean Stage 2 yet.,watchlist,weekly_watchlist,watchlist,0.0,10.0,4.5,0.0,0.0,10.0,4.5,11.4,0.61,344817195.51,"Stage 1, Stage 1 - Early Turn, volume_dryup, weekly_volume_dryup, stage1_not_actionable, stage1_needs_more_base",731,844,Stage 4,watchlist,weekly_watchlist,1.51,113,2.99,False,False,False,False,False
BPCL.NS,Bharat Petroleum Corporation Limited,Oil & Gas Refining & Marketing,Energy,True,F&O,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,0.0,7.6,3.42,0.0,0.0,7.6,3.42,-13.05,-9.34,3370870976.44,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, weekly_volume_dryup, downtrend",756,864,Stage 4,watchlist,weekly_watchlist,0.0,108,3.42,False,False,False,False,False
MINDACORP.NS,Minda Corporation Limited,Auto Parts,Consumer Cyclical,False,Cash,1,Stage 1,Stage 1 - Base/Repair,0.7,Price is near long-term moving averages with no strong long-term downtrend signal.,watchlist,weekly_watchlist,watchlist,9.08,10.0,9.49,2.0,9.08,10.0,11.49,-1.9,-2.54,146576768.06,"Stage 1, Stage 1 - Base/Repair, volume_dryup, stage1_not_actionable, stage1_needs_more_base",565,672,Stage 1,watchlist,weekly_watchlist,6.5,107,4.99,False,False,False,False,False
COCHINSHIP.NS,Cochin Shipyard Limited,Aerospace & Defense,Industrials,True,F&O,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,0.0,4.67,2.1,10.0,0.0,4.67,12.1,8.25,-1.56,4447160684.39,"Stage 4, Stage 4 - Weak/Declining, downtrend",547,652,Stage 4,watchlist,weekly_watchlist,7.08,105,5.02,False,False,False,False,False
PREMIERENE.NS,Premier Energies Limited,Solar,Technology,True,F&O,1,Stage 1,Stage 1 - Early Turn,0.66,The stock is improving from a repair/base area but has not confirmed a clean Stage 2 yet.,watchlist,weekly_watchlist,watchlist,3.05,11.64,6.92,5.0,3.05,11.64,11.92,41.68,10.71,1519342455.38,"Stage 1, Stage 1 - Early Turn, volume_dryup, stage1_not_actionable, stage1_needs_more_base",553,657,Stage 1,watchlist,weekly_watchlist,6.87,104,5.05,False,False,False,False,False
TRENT.NS,Trent Limited,Consumer Cyclical,Consumer Cyclical,True,F&O,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,0.0,7.59,3.42,0.0,0.0,7.59,3.42,7.86,4.05,3013324777.93,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, weekly_volume_dryup, downtrend",760,863,Stage 4,watchlist,weekly_watchlist,0.0,103,3.42,False,False,False,False,False
SENCO.NS,Senco Gold Limited,Luxury Goods,Consumer Cyclical,False,Cash,1,Stage 1,Stage 1 - Unclear/Repair,0.58,Not enough evidence for Stage 2 or Stage 4; classified as repair/unclear structure.,watchlist,weekly_watchlist,watchlist,0.0,14.83,6.67,2.0,0.0,14.83,8.67,7.82,16.52,444546599.39,"Stage 1, Stage 1 - Unclear/Repair, weekly_volume_dryup, stage1_not_actionable, stage1_needs_more_base",617,719,Stage 1,watchlist,weekly_watchlist,4.77,102,3.9000000000000004,False,False,False,False,False
MAXHEALTH.NS,Max Healthcare Institute Limited,Medical Care Facilities,Healthcare,True,F&O,1,Stage 1,Stage 1 - Unclear/Repair,0.58,Not enough evidence for Stage 2 or Stage 4; classified as repair/unclear structure.,watchlist,weekly_watchlist,watchlist,26.44,29.67,27.89,2.0,26.44,29.67,29.89,9.29,6.41,1803530642.97,"Stage 1, Stage 1 - Unclear/Repair, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, stage1_not_actionable, stage1_needs_more_base",310,405,Stage 4,watchlist,weekly_watchlist,21.99,95,7.900000000000002,False,False,False,False,False
DYNAMATECH.NS,Dynamatic Technologies Limited,Auto Parts,Consumer Cyclical,False,Cash,1,Stage 2,Stage 2,0.76,Advancing structure detected.,watchlist,weekly_near_pivot,watchlist,34.11,70.41,50.45,2.0,34.11,70.41,52.45,23.37,22.73,429595629.02,"Stage 2, Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong",80,173,Stage 2,watchlist,weekly_near_pivot,41.86,93,10.590000000000003,False,False,False,False,False
3MINDIA.NS,3M India Limited,Conglomerates,Industrials,False,Cash,1,Stage 1,Stage 1 - Base/Repair,0.7,Price is near long-term moving averages with no strong long-term downtrend signal.,watchlist,weekly_watchlist,watchlist,0.0,12.4,5.58,2.0,0.0,12.4,7.58,-2.89,-1.63,107760172.75,"Stage 1, Stage 1 - Base/Repair, volume_dryup, stage1_not_actionable, stage1_needs_more_base",642,735,Stage 1,watchlist,weekly_watchlist,3.98,93,3.6,False,False,False,False,False
SANGHVIMOV.NS,Sanghvi Movers Limited,Industrials,Industrials,False,Cash,1,Stage 2,Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",watchlist,weekly_watchlist,watchlist,25.38,40.25,32.07,0.0,25.38,40.25,32.07,33.59,6.93,229878689.35,"Stage 2, Extended Stage 2",280,371,Stage 2,watchlist,weekly_watchlist,24.13,91,7.940000000000001,False,False,False,False,False
ABFRL.NS,Aditya Birla Fashion and Retail Limited,Apparel Manufacturing,Consumer Cyclical,False,Cash,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,14.48,6.4,10.84,0.0,14.48,6.4,10.84,0.53,-5.52,302995899.69,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, weekly_volume_dryup, downtrend",573,664,Stage 4,watchlist,weekly_watchlist,6.71,91,4.13,False,False,False,False,False
SUDARSCHEM.NS,Sudarshan Chemical Industries Limited,Specialty Chemicals,Basic Materials,False,Cash,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,0.0,8.24,3.71,5.0,0.0,8.24,8.71,15.13,3.29,219047954.59,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, downtrend",615,706,Stage 4,watchlist,weekly_watchlist,5.0,91,3.710000000000001,False,False,False,False,False
AJANTPHARM.NS,Ajanta Pharma Limited,Drug Manufacturers - Specialty & Generic,Healthcare,False,Cash,1,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",watchlist,weekly_watchlist,watchlist,53.58,21.68,39.23,10.0,53.58,21.68,49.23,14.37,34.47,440086424.56,"Stage 2, Clean Stage 2, trend_template_ok",112,198,Stage 2,watchlist,weekly_watchlist,39.5,86,9.729999999999997,False,False,False,False,False
BDL.NS,Bharat Dynamics Limited,Aerospace & Defense,Industrials,True,F&O,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,5.64,7.69,6.56,10.0,5.64,7.69,16.56,11.22,-7.32,1536700694.89,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, weekly_volume_dryup, downtrend",484,568,Stage 4,watchlist,weekly_watchlist,10.97,84,5.589999999999998,False,False,False,False,False
ROSSARI.NS,Rossari Biotech Limited,Specialty Chemicals,Basic Materials,False,Cash,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,0.0,8.8,3.96,5.0,0.0,8.8,8.96,7.74,-8.67,213895840.9,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, weekly_volume_dryup, downtrend",612,696,Stage 4,watchlist,weekly_watchlist,5.36,84,3.6000000000000005,False,False,False,False,False
SONATSOFTW.NS,Sonata Software Limited,Information Technology Services,Technology,False,Cash,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,7.32,12.0,9.43,0.0,7.32,12.0,9.43,2.88,-16.93,664505957.09,"Stage 4, Stage 4 - Weak/Declining, weekly_volume_dryup, downtrend",605,689,Stage 4,watchlist,weekly_watchlist,5.83,84,3.5999999999999996,False,False,False,False,False
NYKAA.NS,FSN E-Commerce Ventures Limited,Consumer Cyclical,Consumer Cyclical,True,F&O,1,Stage 2,Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",watchlist,weekly_watchlist,watchlist,32.11,30.38,31.33,0.0,32.11,30.38,31.33,9.07,10.75,866776510.17,"Stage 2, Early Stage 2, volume_dryup",292,375,Stage 2,watchlist,weekly_watchlist,23.88,83,7.449999999999999,False,False,False,False,False
BEL.NS,Bharat Electronics Limited,Aerospace & Defense,Industrials,True,F&O,1,Stage 3,Stage 3 - Distribution/Damage,0.76,"Prior strength exists, but short-term and/or weekly structure is deteriorating.",watchlist,weekly_watchlist,watchlist,1.45,4.74,2.93,10.0,1.45,4.74,12.93,2.38,9.01,5373691750.17,"Stage 3, Stage 3 - Distribution/Damage, distribution_risk",534,612,Stage 1,watchlist,weekly_watchlist,8.88,78,4.049999999999999,False,False,False,False,False
INDIASHLTR.NS,India Shelter Finance Corporation Limited,Mortgage Finance,Financial Services,False,Cash,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,2.0,0.0,0.0,2.0,16.61,-0.96,92344710.79,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, weekly_volume_dryup, downtrend",804,882,Stage 4,watchlist,weekly_watchlist,0.0,78,2.0,False,False,False,False,False
INDUSTOWER.NS,Indus Towers Limited,Telecom Services,Communication Services,True,F&O,1,Stage 2,Messy Stage 2,0.64,"Long-term structure is still constructive, but the short-term/weekly structure is not clean.",watchlist,weekly_watchlist,watchlist,44.67,23.93,35.34,0.0,44.67,23.93,35.34,-0.76,16.06,3012650020.32,"Stage 2, Messy Stage 2",241,314,Stage 2,watchlist,weekly_watchlist,29.06,73,6.280000000000005,False,False,False,False,False
ZFCVINDIA.NS,ZF Commercial Vehicle Control Systems India Limited,Auto Parts,Consumer Cyclical,False,Cash,1,Stage 2,Stage 2,0.76,Advancing structure detected.,watchlist,weekly_watchlist,watchlist,26.71,28.71,27.61,2.0,26.71,28.71,29.61,1.01,26.14,236702454.6,"Stage 2, Stage 2, weekly_volume_dryup",313,383,Stage 2,watchlist,weekly_watchlist,23.34,70,6.27,False,False,False,False,False
ASAHIINDIA.NS,Asahi India Glass Limited,Auto Parts,Consumer Cyclical,False,Cash,1,Stage 1,Stage 1 - Unclear/Repair,0.58,Not enough evidence for Stage 2 or Stage 4; classified as repair/unclear structure.,watchlist,weekly_watchlist,watchlist,0.0,5.6,2.52,2.0,0.0,5.6,4.52,-2.93,-6.15,71941402.25,"Stage 1, Stage 1 - Unclear/Repair, volume_dryup, weekly_volume_dryup, stage1_not_actionable, stage1_needs_more_base",729,799,Stage 4,watchlist,weekly_watchlist,2.0,70,2.5199999999999996,False,False,False,False,False
