ticker,Company Name,Industry,sector,is_fo_stock,fo_category,Include,stage,stage_variant,stage_confidence,stage_reason,daily_setup_bucket,weekly_setup_bucket,combined_bucket,daily_score,weekly_score,combined_score,industry_boost,final_daily_score,final_weekly_score,final_combined_score,rs_3m_pct,rs_6m_pct,avg_turnover_inr,notes,current_rank,prev_rank,prev_stage,prev_daily_setup_bucket,prev_weekly_setup_bucket,prev_score,rank_change,combined_score_change,new_daily_breakout,new_weekly_breakout,entered_stage_2,new_top_10,new_top_20
RAMKY.NS,Ramky Infrastructure Limited,Engineering & Construction,Industrials,False,Cash,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,0.0,35.8,16.11,0.0,0.0,35.8,16.11,3.21,-21.21,27229314.84,"Stage 4, Stage 4 - Weak/Declining, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",498,495,Stage 4,watchlist,weekly_watchlist,16.11,-3,0.0,False,False,False,False,False
ORIENTCEM.NS,Orient Cement Limited,Building Materials,Basic Materials,False,Cash,1,Stage 4,Stage 4 - Confirmed Downtrend,0.86,Price is below a bearish moving-average stack with falling trend signals.,watchlist,weekly_watchlist,watchlist,0.0,35.8,16.11,0.0,0.0,35.8,16.11,-7.83,-18.18,38755674.16,"Stage 4, Stage 4 - Confirmed Downtrend, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, downtrend",499,496,Stage 4,watchlist,weekly_watchlist,16.11,-3,0.0,False,False,False,False,False
GPPL.NS,Gujarat Pipavav Port Limited,Marine Shipping,Industrials,False,Cash,1,Stage 1,Stage 1 - Unclear/Repair,0.58,Not enough evidence for Stage 2 or Stage 4; classified as repair/unclear structure.,watchlist,weekly_watchlist,watchlist,0.0,12.2,5.49,10.0,0.0,12.2,15.49,-5.49,-3.45,148089511.99,"Stage 1, Stage 1 - Unclear/Repair, volume_dryup, weekly_volume_dryup, stage1_not_actionable, stage1_needs_more_base",506,503,Stage 1,watchlist,weekly_watchlist,15.49,-3,0.0,False,False,False,False,False
AWL.NS,AWL Agri Business Limited,Packaged Foods,Consumer Defensive,False,Cash,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,12.2,4.0,8.51,2.0,12.2,4.0,10.51,5.05,-17.64,637283924.24,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, weekly_volume_dryup, downtrend",576,573,Stage 4,watchlist,weekly_watchlist,10.51,-3,0.0,False,False,False,False,False
SURYAROSNI.NS,Surya Roshni Limited,Steel,Basic Materials,False,Cash,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,10.0,0.0,0.0,10.0,13.23,-2.48,198187993.63,"Stage 4, Stage 4 - Weak/Declining, weekly_volume_dryup, downtrend",589,586,Stage 4,watchlist,weekly_watchlist,10.0,-3,0.0,False,False,False,False,False
LEMONTREE.NS,Lemon Tree Hotels Limited,Lodging,Consumer Cyclical,False,Cash,1,Stage 4,Stage 4 - Confirmed Downtrend,0.86,Price is below a bearish moving-average stack with falling trend signals.,watchlist,weekly_watchlist,watchlist,11.2,4.0,7.96,0.0,11.2,4.0,7.96,-2.62,-19.07,288887200.06,"Stage 4, Stage 4 - Confirmed Downtrend, volume_dryup, weekly_volume_dryup, downtrend",629,626,Stage 4,watchlist,weekly_watchlist,7.96,-3,0.0,False,False,False,False,False
JUSTDIAL.NS,Just Dial Limited,Communication Services,Communication Services,False,Cash,1,Stage 4,Stage 4 - Confirmed Downtrend,0.86,Price is below a bearish moving-average stack with falling trend signals.,watchlist,weekly_watchlist,watchlist,11.2,4.0,7.96,0.0,11.2,4.0,7.96,-9.98,-24.27,75317064.29,"Stage 4, Stage 4 - Confirmed Downtrend, volume_dryup, weekly_volume_dryup, downtrend",630,627,Stage 4,watchlist,weekly_watchlist,7.96,-3,0.0,False,False,False,False,False
GOPAL.NS,Gopal Snacks Limited,Packaged Foods,Consumer Defensive,False,Cash,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,5.7,3.2,4.58,2.0,5.7,3.2,6.58,1.81,-3.3,71041438.27,"Stage 4, Stage 4 - Weak/Declining, weekly_volume_dryup, downtrend",672,669,Stage 4,watchlist,weekly_watchlist,6.58,-3,0.0,False,False,False,False,False
NBCC.NS,NBCC (India) Limited,Engineering & Construction,Industrials,True,F&O,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,7.95,4.0,6.17,0.0,7.95,4.0,6.17,2.49,-10.09,1089191306.52,"Stage 4, Stage 4 - Weak/Declining, weekly_volume_dryup, downtrend",686,683,Stage 4,watchlist,weekly_watchlist,6.17,-3,0.0,False,False,False,False,False
INTELLECT.NS,Intellect Design Arena Limited,Software - Application,Technology,False,Cash,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,5.07,4.0,4.59,0.0,5.07,4.0,4.59,7.03,-27.31,697571552.99,"Stage 4, Stage 4 - Weak/Declining, weekly_volume_dryup, downtrend",728,725,Stage 4,watchlist,weekly_watchlist,4.59,-3,0.0,False,False,False,False,False
CARTRADE.NS,Cartrade Tech Limited,Consumer Cyclical,Consumer Cyclical,False,Cash,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,8.2,0.0,4.51,0.0,8.2,0.0,4.51,-5.42,-35.75,1435379936.72,"Stage 4, Stage 4 - Weak/Declining, weekly_volume_dryup, downtrend",730,727,Stage 4,watchlist,weekly_watchlist,4.51,-3,0.0,False,False,False,False,False
BHARTIARTL.NS,Bharti Airtel Limited,Telecom Services,Communication Services,True,F&O,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,0.0,6.4,2.88,0.0,0.0,6.4,2.88,1.21,-3.57,17741945941.71,"Stage 4, Stage 4 - Weak/Declining, downtrend",769,766,Stage 4,watchlist,weekly_watchlist,2.88,-3,0.0,False,False,False,False,False
LICI.NS,Life Insurance Corporation Of India,Insurance - Life,Financial Services,True,F&O,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,0.0,6.4,2.88,0.0,0.0,6.4,2.88,-0.56,-3.89,1016303169.35,"Stage 4, Stage 4 - Weak/Declining, downtrend",770,767,Stage 4,watchlist,weekly_watchlist,2.88,-3,0.0,False,False,False,False,False
DLF.NS,DLF Limited,Real Estate,Real Estate,True,F&O,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,0.0,6.4,2.88,0.0,0.0,6.4,2.88,-0.1,-12.94,1850312707.24,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, weekly_volume_dryup, downtrend",771,768,Stage 4,watchlist,weekly_watchlist,2.88,-3,0.0,False,False,False,False,False
HYUNDAI.NS,Hyundai Motor India Limited,Auto Manufacturers,Consumer Cyclical,True,F&O,1,Stage 4,Stage 4 - Confirmed Downtrend,0.86,Price is below a bearish moving-average stack with falling trend signals.,watchlist,weekly_watchlist,watchlist,0.0,6.4,2.88,0.0,0.0,6.4,2.88,-7.89,-14.08,2092150332.27,"Stage 4, Stage 4 - Confirmed Downtrend, downtrend",772,769,Stage 4,watchlist,weekly_watchlist,2.88,-3,0.0,False,False,False,False,False
HINDPETRO.NS,Hindustan Petroleum Corporation Limited,Oil & Gas Refining & Marketing,Energy,True,F&O,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,0.0,6.4,2.88,0.0,0.0,6.4,2.88,-6.51,-10.89,2947109896.71,"Stage 4, Stage 4 - Weak/Declining, downtrend",773,770,Stage 4,watchlist,weekly_watchlist,2.88,-3,0.0,False,False,False,False,False
WESTLIFE.NS,WESTLIFE FOODWORLD LIMITED,Consumer Cyclical,Consumer Cyclical,False,Cash,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,0.0,6.4,2.88,0.0,0.0,6.4,2.88,-2.8,-5.29,57753598.58,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, weekly_volume_dryup, downtrend",774,771,Stage 4,watchlist,weekly_watchlist,2.88,-3,0.0,False,False,False,False,False
LATENTVIEW.NS,Latent View Analytics Limited,Industrials,Industrials,False,Cash,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,0.0,6.4,2.88,0.0,0.0,6.4,2.88,-10.64,-22.93,432865487.78,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, downtrend",775,772,Stage 4,watchlist,weekly_watchlist,2.88,-3,0.0,False,False,False,False,False
BLUESTARCO.NS,Blue Star Limited,Building Products & Equipment,Industrials,True,F&O,1,Stage 4,Stage 4 - Confirmed Downtrend,0.86,Price is below a bearish moving-average stack with falling trend signals.,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,2.0,0.0,0.0,2.0,-9.08,2.23,1045900642.2,"Stage 4, Stage 4 - Confirmed Downtrend, volume_dryup, weekly_volume_dryup, downtrend",800,797,Stage 4,watchlist,weekly_watchlist,2.0,-3,0.0,False,False,False,False,False
CENTRALBK.NS,Central Bank of India,Banks - Regional,Financial Services,False,Cash,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,2.0,0.0,0.0,2.0,-1.24,-2.24,163159153.44,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, weekly_volume_dryup, downtrend",801,798,Stage 4,watchlist,weekly_watchlist,2.0,-3,0.0,False,False,False,False,False
KRBL.NS,KRBL Limited,Packaged Foods,Consumer Defensive,False,Cash,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.6,-11.83,185693764.7,"Stage 4, Stage 4 - Weak/Declining, downtrend",805,802,Stage 4,watchlist,weekly_watchlist,2.0,-3,0.0,False,False,False,False,False
BECTORFOOD.NS,Mrs. Bectors Food Specialities Limited,Packaged Foods,Consumer Defensive,False,Cash,1,Stage 4,Stage 4 - Confirmed Downtrend,0.86,Price is below a bearish moving-average stack with falling trend signals.,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,2.0,0.0,0.0,2.0,-11.76,-25.15,120069108.97,"Stage 4, Stage 4 - Confirmed Downtrend, downtrend",806,803,Stage 4,watchlist,weekly_watchlist,2.0,-3,0.0,False,False,False,False,False
SUBROS.NS,Subros Limited,Auto Parts,Consumer Cyclical,False,Cash,1,Stage 4,Stage 4 - Confirmed Downtrend,0.86,Price is below a bearish moving-average stack with falling trend signals.,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,2.0,0.0,0.0,2.0,-3.07,-12.11,37587570.42,"Stage 4, Stage 4 - Confirmed Downtrend, volume_dryup, downtrend",807,804,Stage 4,watchlist,weekly_watchlist,2.0,-3,0.0,False,False,False,False,False
BANARISUG.NS,Bannari Amman Sugars Limited,Consumer Defensive,Consumer Defensive,False,Cash,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,0.0,45.45,20.45,0.0,0.0,45.45,20.45,7.81,8.67,1911454.44,"Stage 4, Stage 4 - Weak/Declining, weekly_vcp_ok, weekly_strong, downtrend",435,432,Stage 4,watchlist,weekly_watchlist,20.46,-3,-0.010000000000001563,False,False,False,False,False
LUMAXTECH.NS,Lumax Auto Technologies Limited,Auto Parts,Consumer Cyclical,False,Cash,1,Stage 2,Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",watchlist,weekly_forming,watchlist,41.1,61.71,50.37,2.0,41.1,61.71,52.37,7.52,20.53,327931250.2,"Stage 2, Early Stage 2, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",82,79,Stage 2,watchlist,weekly_forming,52.43,-3,-0.060000000000002274,False,False,False,False,False
MPSLTD.NS,MPS Limited,Communication Services,Communication Services,False,Cash,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,0.0,5.48,2.47,0.0,0.0,5.48,2.47,26.67,-11.85,54422917.56,"Stage 4, Stage 4 - Weak/Declining, downtrend",787,784,Stage 4,watchlist,weekly_watchlist,2.62,-3,-0.1499999999999999,False,False,False,False,False
GALLANTT.NS,Gallantt Ispat Limited,Steel,Basic Materials,False,Cash,1,Stage 1,Stage 1 - Base/Repair,0.7,Price is near long-term moving averages with no strong long-term downtrend signal.,watchlist,weekly_watchlist,watchlist,16.35,48.77,30.94,10.0,16.35,48.77,40.94,29.04,18.66,596728451.23,"Stage 1, Stage 1 - Base/Repair, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",188,185,Stage 1,watchlist,weekly_watchlist,41.19,-3,-0.25,False,False,False,False,False
UNIVCABLES.NS,Universal Cables Limited,Electrical Equipment & Parts,Industrials,False,Cash,1,Stage 2,Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",watchlist,weekly_watchlist,watchlist,54.88,31.16,44.21,10.0,54.88,31.16,54.21,51.8,19.77,327882564.24,"Stage 2, Extended Stage 2, trend_template_ok, weekly_volume_dryup",68,65,Stage 2,watchlist,weekly_watchlist,54.49,-3,-0.28000000000000114,False,False,False,False,False
RPSGVENT.NS,RPSG VENTURES LIMITED,Information Technology Services,Technology,False,Cash,1,Stage 2,Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",watchlist,weekly_watchlist,watchlist,17.88,21.66,19.58,0.0,17.88,21.66,19.58,38.37,22.24,144650797.84,"Stage 2, Early Stage 2, volume_dryup, weekly_volume_dryup",447,444,Stage 2,watchlist,weekly_watchlist,19.87,-3,-0.2900000000000027,False,False,False,False,False
ANURAS.NS,Anupam Rasayan India Limited,Specialty Chemicals,Basic Materials,False,Cash,1,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",watchlist,weekly_watchlist,watchlist,54.26,28.91,42.85,5.0,54.26,28.91,47.85,17.86,35.25,519050861.25,"Stage 2, Clean Stage 2, trend_template_ok, weekly_volume_dryup",124,120,Stage 2,watchlist,weekly_watchlist,47.15,-4,0.7000000000000028,False,False,False,False,False
SIS.NS,SIS LIMITED,Industrials,Industrials,False,Cash,1,Stage 2,Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",watchlist,weekly_watchlist,watchlist,24.5,33.32,28.47,0.0,24.5,33.32,28.47,33.23,27.97,102859493.8,"Stage 2, Extended Stage 2, volume_dryup, weekly_volume_dryup",323,319,Stage 2,watchlist,weekly_watchlist,28.04,-4,0.4299999999999997,False,False,False,False,False
EMIL.NS,Electronics Mart India Limited,Consumer Cyclical,Consumer Cyclical,False,Cash,1,Stage 1,Stage 1 - Early Turn,0.66,The stock is improving from a repair/base area but has not confirmed a clean Stage 2 yet.,watchlist,weekly_watchlist,watchlist,16.0,43.73,28.48,0.0,16.0,43.73,28.48,21.08,-1.79,295508721.62,"Stage 1, Stage 1 - Early Turn, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",322,318,Stage 1,watchlist,weekly_watchlist,28.06,-4,0.4200000000000017,False,False,False,False,False
GRANULES.NS,Granules India Limited,Drug Manufacturers - Specialty & Generic,Healthcare,False,Cash,1,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",forming_vcp,weekly_watchlist,watchlist,58.3,30.4,45.74,10.0,58.3,30.4,55.74,42.25,44.76,1027209015.66,"Stage 2, Clean Stage 2, trend_template_ok, daily_vcp_ok, volume_dryup, weekly_volume_dryup",62,58,Stage 2,forming_vcp,weekly_watchlist,55.39,-4,0.3500000000000014,False,False,False,False,False
OFSS.NS,Oracle Financial Services Software Limited,Software - Infrastructure,Technology,True,F&O,1,Stage 2,Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",watchlist,weekly_watchlist,watchlist,21.68,36.4,28.3,0.0,21.68,36.4,28.3,54.12,31.1,2934159372.08,"Stage 2, Extended Stage 2, volume_dryup",325,321,Stage 2,watchlist,weekly_watchlist,27.97,-4,0.33000000000000185,False,False,False,False,False
MOTILALOFS.NS,Motilal Oswal Financial Services Limited,Capital Markets,Financial Services,True,F&O,1,Stage 1,Stage 1 - Early Turn,0.66,The stock is improving from a repair/base area but has not confirmed a clean Stage 2 yet.,watchlist,weekly_watchlist,watchlist,13.88,11.18,12.67,0.0,13.88,11.18,12.67,15.64,-3.86,1047942810.52,"Stage 1, Stage 1 - Early Turn, volume_dryup, weekly_volume_dryup, stage1_not_actionable, stage1_needs_more_base",540,536,Stage 1,watchlist,weekly_watchlist,12.35,-4,0.3200000000000003,False,False,False,False,False
360ONE.NS,360 ONE WAM LIMITED,Asset Management,Financial Services,True,F&O,1,Stage 1,Stage 1 - Unclear/Repair,0.58,Not enough evidence for Stage 2 or Stage 4; classified as repair/unclear structure.,watchlist,weekly_watchlist,watchlist,27.31,20.04,24.04,2.0,27.31,20.04,26.04,7.33,13.04,944972269.53,"Stage 1, Stage 1 - Unclear/Repair, volume_dryup, weekly_volume_dryup, stage1_not_actionable, stage1_needs_more_base",353,349,Stage 1,watchlist,weekly_watchlist,25.78,-4,0.259999999999998,False,False,False,False,False
SBILIFE.NS,SBI Life Insurance Company Limited,Insurance - Life,Financial Services,True,F&O,1,Stage 1,Stage 1 - Base/Repair,0.7,Price is near long-term moving averages with no strong long-term downtrend signal.,watchlist,weekly_watchlist,watchlist,15.62,10.14,13.15,0.0,15.62,10.14,13.15,-0.78,2.14,2260387604.15,"Stage 1, Stage 1 - Base/Repair, volume_dryup, weekly_volume_dryup, stage1_not_actionable, stage1_needs_more_base",530,526,Stage 1,watchlist,weekly_watchlist,12.9,-4,0.25,False,False,False,False,False
UJJIVANSFB.NS,Ujjivan Small Finance Bank Limited,Banks - Regional,Financial Services,False,Cash,1,Stage 1,Stage 1 - Base/Repair,0.7,Price is near long-term moving averages with no strong long-term downtrend signal.,watchlist,weekly_watchlist,watchlist,11.17,10.09,10.68,2.0,11.17,10.09,12.68,-7.63,8.57,946460881.91,"Stage 1, Stage 1 - Base/Repair, weekly_volume_dryup, stage1_not_actionable, stage1_needs_more_base",539,535,Stage 3,watchlist,weekly_watchlist,12.43,-4,0.25,False,False,False,False,False
HUDCO.NS,Housing & Urban Development Corporation Limited,Credit Services,Financial Services,False,Cash,1,Stage 1,Stage 1 - Unclear/Repair,0.58,Not enough evidence for Stage 2 or Stage 4; classified as repair/unclear structure.,watchlist,weekly_watchlist,watchlist,11.84,10.98,11.45,0.0,11.84,10.98,11.45,15.12,-5.35,1409242172.58,"Stage 1, Stage 1 - Unclear/Repair, stage1_not_actionable, stage1_needs_more_base",566,562,Stage 1,watchlist,weekly_watchlist,11.31,-4,0.1399999999999988,False,False,False,False,False
BEML.NS,BEML Limited,Conglomerates,Industrials,False,Cash,1,Stage 1,Stage 1 - Early Turn,0.66,The stock is improving from a repair/base area but has not confirmed a clean Stage 2 yet.,watchlist,weekly_watchlist,watchlist,0.0,51.39,23.13,2.0,0.0,51.39,25.13,13.93,1.95,570202179.1,"Stage 1, Stage 1 - Early Turn, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",364,360,Stage 1,watchlist,weekly_watchlist,25.0,-4,0.129999999999999,False,False,False,False,False
ACE.NS,Action Construction Equipment Limited,Farm & Heavy Construction Machinery,Industrials,False,Cash,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,10.21,43.83,25.34,0.0,10.21,43.83,25.34,2.28,-1.98,444075325.87,"Stage 4, Stage 4 - Weak/Declining, weekly_vcp_ok, weekly_volume_dryup, weekly_strong, downtrend",360,356,Stage 4,watchlist,weekly_watchlist,25.23,-4,0.10999999999999943,False,False,False,False,False
IONEXCHANG.NS,ION Exchange (India) Limited,Industrials,Industrials,False,Cash,1,Stage 1,Stage 1 - Early Turn,0.66,The stock is improving from a repair/base area but has not confirmed a clean Stage 2 yet.,watchlist,weekly_watchlist,watchlist,2.0,53.1,25.0,0.0,2.0,53.1,25.0,8.57,13.43,92614332.0,"Stage 1, Stage 1 - Early Turn, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong, stage1_not_actionable, stage1_needs_more_base",366,362,Stage 1,watchlist,weekly_watchlist,24.9,-4,0.10000000000000142,False,False,False,False,False
PERSISTENT.NS,Persistent Systems Limited,Information Technology Services,Technology,True,F&O,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,8.67,0.0,4.77,0.0,8.67,0.0,4.77,-2.92,-8.44,2969631649.76,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, downtrend",725,721,Stage 4,watchlist,weekly_watchlist,4.72,-4,0.04999999999999982,False,False,False,False,False
ABBOTINDIA.NS,Abbott India Limited,Drug Manufacturers - Specialty & Generic,Healthcare,False,Cash,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,0.0,23.51,10.58,10.0,0.0,23.51,20.58,12.01,2.13,375873852.5,"Stage 4, Stage 4 - Weak/Declining, weekly_vcp_ok, weekly_volume_dryup, downtrend",432,428,Stage 4,watchlist,weekly_watchlist,20.53,-4,0.04999999999999716,False,False,False,False,False
BALMLAWRIE.NS,Balmer Lawrie & Company Limited,Conglomerates,Industrials,False,Cash,1,Stage 1,Stage 1 - Early Turn,0.66,The stock is improving from a repair/base area but has not confirmed a clean Stage 2 yet.,watchlist,weekly_watchlist,watchlist,0.0,6.12,2.75,2.0,0.0,6.12,4.75,12.37,4.85,62085462.31,"Stage 1, Stage 1 - Early Turn, stage1_not_actionable, stage1_needs_more_base",726,722,Stage 1,watchlist,weekly_watchlist,4.72,-4,0.03000000000000025,False,False,False,False,False
GNFC.NS,Gujarat Narmada Valley Fertilizers and Chemicals Limited,Chemicals,Basic Materials,False,Cash,1,Stage 1,Stage 1 - Early Turn,0.66,The stock is improving from a repair/base area but has not confirmed a clean Stage 2 yet.,watchlist,weekly_watchlist,watchlist,0.0,7.71,3.47,5.0,0.0,7.71,8.47,19.44,13.63,435673330.41,"Stage 1, Stage 1 - Early Turn, stage1_not_actionable, stage1_needs_more_base",622,618,Stage 1,watchlist,weekly_watchlist,8.45,-4,0.02000000000000135,False,False,False,False,False
NCC.NS,NCC Limited,Engineering & Construction,Industrials,False,Cash,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,10.47,0.0,5.76,0.0,10.47,0.0,5.76,4.69,-10.31,449010969.15,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, weekly_volume_dryup, downtrend",696,692,Stage 4,watchlist,weekly_watchlist,5.74,-4,0.019999999999999574,False,False,False,False,False
HEG.NS,HEG Limited,Electrical Equipment & Parts,Industrials,False,Cash,1,Stage 2,Stage 2,0.76,Advancing structure detected.,watchlist,weekly_forming,watchlist,26.05,62.23,42.33,10.0,26.05,62.23,52.33,21.05,23.28,996807387.94,"Stage 2, Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",84,80,Stage 2,watchlist,weekly_forming,52.31,-4,0.01999999999999602,False,False,False,False,False
KIRLOSENG.NS,Kirloskar Oil Engines Limited,Specialty Industrial Machinery,Industrials,False,Cash,1,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",watchlist,weekly_watchlist,watchlist,36.5,31.6,34.3,10.0,36.5,31.6,44.3,25.39,59.86,713537684.8,"Stage 2, Clean Stage 2, trend_template_ok",146,142,Stage 2,watchlist,weekly_watchlist,44.3,-4,0.0,False,False,False,False,False
BBOX.NS,Black Box Limited,Software - Application,Technology,False,Cash,1,Stage 2,Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",watchlist,weekly_watchlist,watchlist,37.5,28.4,33.41,0.0,37.5,28.4,33.41,86.87,88.74,1563245821.66,"Stage 2, Extended Stage 2, trend_template_ok",261,257,Stage 2,watchlist,weekly_watchlist,33.41,-4,0.0,False,False,False,False,False
ARE&M.NS,Amara Raja Energy & Mobility Limited,Electrical Equipment & Parts,Industrials,False,Cash,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,10.0,0.0,0.0,10.0,6.13,-6.24,1542873356.8,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, weekly_volume_dryup, downtrend",586,582,Stage 4,watchlist,weekly_watchlist,10.0,-4,0.0,False,False,False,False,False
GRAVITA.NS,Gravita India Limited,Metal Fabrication,Industrials,False,Cash,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,10.0,0.0,0.0,10.0,7.33,3.77,449967018.37,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, weekly_volume_dryup, downtrend",587,583,Stage 4,watchlist,weekly_watchlist,10.0,-4,0.0,False,False,False,False,False
VESUVIUS.NS,Vesuvius India Limited,Specialty Industrial Machinery,Industrials,False,Cash,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,10.0,0.0,0.0,10.0,-0.22,6.72,57307800.6,"Stage 4, Stage 4 - Weak/Declining, weekly_volume_dryup, downtrend",588,584,Stage 4,watchlist,weekly_watchlist,10.0,-4,0.0,False,False,False,False,False
ANUP.NS,The Anup Engineering Limited,Specialty Industrial Machinery,Industrials,False,Cash,1,Stage 4,Stage 4 - Weak/Declining,0.72,Price is below long-term support with weak trend evidence.,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,10.0,0.0,0.0,10.0,12.94,-10.45,73429547.66,"Stage 4, Stage 4 - Weak/Declining, volume_dryup, weekly_volume_dryup, downtrend",591,587,Stage 4,watchlist,weekly_watchlist,10.0,-4,0.0,False,False,False,False,False
GMMPFAUDLR.NS,GMM Pfaudler Limited,Specialty Industrial Machinery,Industrials,False,Cash,1,Stage 4,Stage 4 - Confirmed Downtrend,0.86,Price is below a bearish moving-average stack with falling trend signals.,watchlist,weekly_watchlist,watchlist,0.0,0.0,0.0,10.0,0.0,0.0,10.0,-5.52,-20.88,59092650.08,"Stage 4, Stage 4 - Confirmed Downtrend, downtrend",592,588,Stage 4,watchlist,weekly_watchlist,10.0,-4,0.0,False,False,False,False,False
