ticker,Company Name,Industry,sector,is_fo_stock,fo_category,stage,overall_setup_label,final_combined_score,change_1d_pct,change_1w_pct,change_1m_pct,change_ytd_pct,last_close
RBLBANK.NS,RBL Bank Limited,Banks - Regional,Financial Services,True,F&O,Stage 2,watchlist,53.91,-1.92,0.42,8.13,17.75,371.25
TMPV.NS,Tata Motors Passenger Vehicles Limited,Auto Manufacturers,Consumer Cyclical,True,F&O,Stage 4,watchlist,25.89,-1.92,-9.17,-4.22,-2.74,354.55
LUMAXIND.NS,Lumax Industries Limited,Auto Parts,Consumer Cyclical,False,Cash,Stage 2 Failed,watchlist,16.16,-1.92,-3.08,-10.86,1.71,5158.0
HEMIPROP.NS,Hemisphere Properties India Limited,Real Estate,Real Estate,False,Cash,Stage 2 Failed,watchlist,2.83,-1.92,-4.0,-6.55,-0.04,136.22
AXISCADES.NS,AXISCADES Technologies Limited,Engineering & Construction,Industrials,False,Cash,Stage 2,watchlist,27.53,-1.93,0.9,-9.94,37.17,1841.8
IDBI.NS,IDBI Bank Limited,Banks - Regional,Financial Services,False,Cash,Stage 4,watchlist,26.97,-1.93,11.42,17.69,-17.15,85.96
IRCON.NS,Ircon International Limited,Engineering & Construction,Industrials,False,Cash,Stage 4,watchlist,18.91,-1.93,-1.78,-4.3,-22.73,136.45
GANECOS.NS,Ganesha Ecosphere Limited,Textile Manufacturing,Consumer Cyclical,False,Cash,Stage 4,watchlist,10.0,-1.93,-0.67,-4.15,7.43,903.3
KPEL.NS,K.P. Energy Limited,Engineering & Construction,Industrials,False,Cash,Stage 4,watchlist,32.53,-1.94,-1.68,-6.55,-1.63,344.35
VIYASH.NS,Viyash Scientific Limited,Drug Manufacturers - Specialty & Generic,Healthcare,False,Cash,Stage 2,watchlist,52.67,-1.95,7.5,1.89,27.6,265.9
GAIL.NS,GAIL (India) Limited,Utilities,Utilities,True,F&O,Stage 2,watchlist,42.53,-1.95,-1.28,3.07,4.36,173.84
AUTOAXLES.NS,Automotive Axles Limited,Auto Parts,Consumer Cyclical,False,Cash,Stage 1,watchlist,28.27,-1.95,0.09,0.07,-5.59,1776.5
LTFOODS.NS,LT Foods Limited,Packaged Foods,Consumer Defensive,False,Cash,Stage 4,watchlist,24.66,-1.95,-0.63,-6.48,-1.55,379.1
AIIL.NS,Authum Investment & Infrastructure Limited,Capital Markets,Financial Services,False,Cash,Stage 1,watchlist,22.82,-1.95,-2.25,7.24,-14.02,539.25
360ONE.NS,360 ONE WAM LIMITED,Asset Management,Financial Services,True,F&O,Stage 2,watchlist,42.25,-1.96,-1.47,-2.23,-4.77,1116.9
VOLTAS.NS,Voltas Limited,"Furnishings, Fixtures & Appliances",Consumer Cyclical,True,F&O,Stage 4,watchlist,24.37,-1.96,-0.02,3.7,-3.81,1327.4
NUVOCO.NS,Nuvoco Vistas Corporation Limited,Building Materials,Basic Materials,False,Cash,Stage 4,watchlist,16.11,-1.96,-0.89,-5.07,-12.14,307.7
ABFRL.NS,Aditya Birla Fashion and Retail Limited,Apparel Manufacturing,Consumer Cyclical,False,Cash,Stage 4,watchlist,0.0,-1.96,-2.36,-11.62,-21.77,59.53
GABRIEL.NS,Gabriel India Limited,Auto Parts,Consumer Cyclical,False,Cash,Stage 2 Failed,watchlist,34.65,-1.97,7.13,8.02,17.18,1217.4
CSBBANK.NS,CSB Bank Limited,Banks - Regional,Financial Services,False,Cash,Stage 4,watchlist,26.12,-1.97,-3.47,-2.45,-26.32,356.55
FINEORG.NS,Fine Organic Industries Limited,Specialty Chemicals,Basic Materials,False,Cash,Stage 2,watchlist,68.98,-1.99,1.23,11.9,24.19,5100.0
JSWDULUX.NS,JSW Dulux Limited,Specialty Chemicals,Basic Materials,False,Cash,Stage 1,watchlist,53.02,-1.99,0.13,9.13,0.62,3205.8
GSFC.NS,Gujarat State Fertilizers & Chemicals Limited,Agricultural Inputs,Basic Materials,False,Cash,Stage 4,watchlist,2.23,-2.0,-2.3,-3.4,-10.19,163.43
ZENTEC.NS,Zen Technologies Limited,Aerospace & Defense,Industrials,False,Cash,Stage 2,watchlist,46.85,-2.01,3.66,19.56,41.72,1922.6
DEEPAKNTR.NS,Deepak Nitrite Limited,Chemicals,Basic Materials,False,Cash,Stage 2 Failed,watchlist,16.34,-2.01,-0.21,-6.19,-3.73,1637.9
SUNFLAG.NS,Sunflag Iron And Steel Company Limited,Steel,Basic Materials,False,Cash,Stage 2,watchlist,44.86,-2.02,-3.8,-9.68,28.94,350.85
ELECTCAST.NS,Electrosteel Castings Limited,Building Products & Equipment,Industrials,False,Cash,Not Sure,watchlist,13.96,-2.02,5.43,-1.08,5.86,81.48
KPITTECH.NS,KPIT Technologies Limited,Software - Infrastructure,Technology,True,F&O,Stage 4,watchlist,0.9,-2.02,-2.04,-2.04,-36.14,741.15
RCF.NS,Rashtriya Chemicals and Fertilizers Limited,Agricultural Inputs,Basic Materials,False,Cash,Stage 1,watchlist,35.24,-2.03,1.57,2.68,-7.43,134.19
KAYNES.NS,Kaynes Technology India Limited,Electronic Components,Technology,True,F&O,Stage 4,watchlist,10.0,-2.03,1.24,-5.4,-18.43,3216.9
GRSE.NS,Garden Reach Shipbuilders & Engineers Limited,Aerospace & Defense,Industrials,False,Cash,Stage 2,watchlist,52.27,-2.04,5.22,4.73,15.06,2802.2
DEEPINDS.NS,Deep Industries Limited,Energy,Energy,False,Cash,Stage 2 Failed,watchlist,11.97,-2.04,-2.92,1.9,5.23,480.8
NFL.NS,National Fertilizers Limited,Agricultural Inputs,Basic Materials,False,Cash,Stage 4,watchlist,11.12,-2.04,-1.18,-1.01,-15.04,76.76
MGL.NS,Mahanagar Gas Limited,Utilities,Utilities,False,Cash,Stage 1,watchlist,40.91,-2.05,2.9,13.5,9.28,1220.0
KRBL.NS,KRBL Limited,Packaged Foods,Consumer Defensive,False,Cash,Stage 1,watchlist,36.61,-2.05,1.09,7.26,-2.93,383.9
HINDCOPPER.NS,Hindustan Copper Limited,Basic Materials,Basic Materials,False,Cash,Stage 1,watchlist,18.35,-2.06,-2.25,-8.3,-4.13,500.25
HOMEFIRST.NS,Home First Finance Company India Limited,Mortgage Finance,Financial Services,False,Cash,Stage 1,watchlist,19.72,-2.07,-1.03,4.58,2.61,1124.3
PRIVISCL.NS,Privi Speciality Chemicals Limited,Specialty Chemicals,Basic Materials,False,Cash,Stage 2,watchlist,74.21,-2.08,3.65,8.46,27.88,3579.7
MTARTECH.NS,Mtar Technologies Limited,Specialty Industrial Machinery,Industrials,False,Cash,Stage 2,watchlist,47.19,-2.08,5.5,2.15,239.05,8122.0
ABCAPITAL.NS,Aditya Birla Capital Limited,Financial Services,Financial Services,True,F&O,Stage 2,watchlist,54.31,-2.09,2.66,5.53,6.02,383.75
USHAMART.NS,Usha Martin Limited,Steel,Basic Materials,False,Cash,Stage 2,watchlist,51.24,-2.09,-5.73,-0.7,6.01,470.6
PTCIL.NS,PTC Industries Limited,Metal Fabrication,Industrials,False,Cash,Stage 2,watchlist,42.5,-2.09,-1.52,7.73,-4.44,17538.0
KALYANKJIL.NS,Kalyan Jewellers India Limited,Luxury Goods,Consumer Cyclical,True,F&O,Stage 4,watchlist,5.0,-2.1,-1.44,4.26,-22.95,373.1
MAPMYINDIA.NS,C.E. Info Systems Limited,Software - Infrastructure,Technology,False,Cash,Stage 4,watchlist,16.11,-2.11,-1.11,0.66,-49.63,871.7
KRN.NS,KRN Heat Exchanger and Refrigeration Limited,Electronic Components,Technology,False,Cash,Stage 2,watchlist,36.57,-2.12,-1.66,11.26,61.07,1198.1
RITES.NS,RITES Limited,Engineering & Construction,Industrials,False,Cash,Stage 4,watchlist,32.23,-2.12,-0.52,0.9,-13.29,209.17
TCPLPACK.NS,TCPL Packaging Limited,Consumer Cyclical,Consumer Cyclical,False,Cash,Stage 1,watchlist,12.07,-2.12,7.48,11.0,-3.86,2923.9
