index_symbol,last_close,ma20,ma50,ma200,slope20_pct,slope50_pct,slope200_pct,ret_1m_pct,ret_3m_pct,drawdown_52w_pct,above_20,above_50,above_200,breadth_above_20_pct,breadth_above_50_pct,breadth_above_200_pct,breadth_stage2_pct,trend_score,breadth_score,regime_label
^NSEI,23913.7,23867.21,23683.66,24993.53,-2e-05,-0.001256,-0.000264,-0.74,-6.05,-9.17,True,True,False,54.96,75.81,49.03,35.94,-4.0,6.5,risk_off
