company_name,industry,symbol,Series,sector,ticker,f&o,Include,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEAT Limited,Auto Parts,CEATLTD,EQ,Consumer Cyclical,CEATLTD.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Box Limited,Software - Application,BBOX,EQ,Technology,BBOX.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rainbow Childrens Medicare Limited,Medical Care Facilities,RAINBOW,EQ,Healthcare,RAINBOW.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TBO Tek Limited,Consumer Cyclical,TBOTEK,EQ,Consumer Cyclical,TBOTEK.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thangamayil Jewellery Limited,Luxury Goods,THANGAMAYL,EQ,Consumer Cyclical,THANGAMAYL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vijaya Diagnostic Centre Limited,Diagnostics & Research,VIJAYA,EQ,Healthcare,VIJAYA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paradeep Phosphates Limited,Agricultural Inputs,PARADEEP,EQ,Basic Materials,PARADEEP.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gravita India Limited,Metal Fabrication,GRAVITA,EQ,Industrials,GRAVITA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NMDC Steel Limited,Steel,NSLNISP,EQ,Basic Materials,NSLNISP.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welspun Living Limited,Textile Manufacturing,WELSPUNLIV,EQ,Consumer Cyclical,WELSPUNLIV.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jupiter Wagons Limited,Industrials,JWL,EQ,Industrials,JWL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indegene Limited,Healthcare,INDGN,EQ,Healthcare,INDGN.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Signatureglobal (India) Limited,Real Estate,SIGNATURE,EQ,Real Estate,SIGNATURE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minda Corporation Limited,Auto Parts,MINDACORP,EQ,Consumer Cyclical,MINDACORP.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiamart Intermesh Limited,Communication Services,INDIAMART,EQ,Communication Services,INDIAMART.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTI Asset Management Company Limited,Asset Management,UTIAMC,EQ,Financial Services,UTIAMC.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Home First Finance Company India Limited,Mortgage Finance,HOMEFIRST,EQ,Financial Services,HOMEFIRST.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afcons Infrastructure Limited,Engineering & Construction,AFCONS,EQ,Industrials,AFCONS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elecon Engineering Company Limited,Specialty Industrial Machinery,ELECON,EQ,Industrials,ELECON.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tega Industries Limited,Specialty Industrial Machinery,TEGA,EQ,Industrials,TEGA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaily Engineering Plastics Limited,Specialty Chemicals,SHAILY,EQ,Basic Materials,SHAILY.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garware Hi-Tech Films Limited,Specialty Chemicals,GRWRHITECH,EQ,Basic Materials,GRWRHITECH.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concord Biotech Limited,Biotechnology,CONCORDBIO,EQ,Healthcare,CONCORDBIO.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apollo Micro Systems Limited,Aerospace & Defense,APOLLO,EQ,Industrials,APOLLO.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ujjivan Small Finance Bank Limited,Banks - Regional,UJJIVANSFB,EQ,Financial Services,UJJIVANSFB.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whirlpool of India Limited,"Furnishings, Fixtures & Appliances",WHIRLPOOL,EQ,Consumer Cyclical,WHIRLPOOL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCBL Chemical Limited,Specialty Chemicals,PCBL,EQ,Basic Materials,PCBL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Energy Exchange Limited,Capital Markets,IEX,EQ,Financial Services,IEX.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zensar Technologies Limited,Information Technology Services,ZENSARTECH,EQ,Technology,ZENSARTECH.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLS International Services Limited,Industrials,BLS,EQ,Industrials,BLS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edelweiss Financial Services Limited,Financial Services,EDELWEISS,EQ,Financial Services,EDELWEISS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lumax Auto Technologies Limited,Auto Parts,LUMAXTECH,EQ,Consumer Cyclical,LUMAXTECH.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuvoco Vistas Corporation Limited,Building Materials,NUVOCO,EQ,Basic Materials,NUVOCO.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandur Manganese & Iron Ores Limited,Steel,SANDUMA,EQ,Basic Materials,SANDUMA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prudent Corporate Advisory Services Limited,Asset Management,PRUDENT,EQ,Financial Services,PRUDENT.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jubilant Ingrevia Limited,Specialty Chemicals,JUBLINGREA,EQ,Basic Materials,JUBLINGREA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Can Fin Homes Limited,Mortgage Finance,CANFINHOME,EQ,Financial Services,CANFINHOME.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK Tyre & Industries Limited,Auto Parts,JKTYRE,EQ,Consumer Cyclical,JKTYRE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honasa Consumer Limited,Household & Personal Products,HONASA,EQ,Consumer Defensive,HONASA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahanagar Gas Limited,Utilities,MGL,EQ,Utilities,MGL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamilnad Mercantile Bank Limited,Banks - Regional,TMB,EQ,Financial Services,TMB.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEG Limited,Electrical Equipment & Parts,HEG,EQ,Industrials,HEG.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aavas Financiers Limited,Mortgage Finance,AAVAS,EQ,Financial Services,AAVAS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brainbees Solutions Limited,Consumer Cyclical,FIRSTCRY,EQ,Consumer Cyclical,FIRSTCRY.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arvind Limited,Textile Manufacturing,ARVIND,EQ,Consumer Cyclical,ARVIND.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metropolis Healthcare Limited,Diagnostics & Research,METROPOLIS,EQ,Healthcare,METROPOLIS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Godrej Agrovet Limited,Packaged Foods,GODREJAGRO,EQ,Consumer Defensive,GODREJAGRO.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tilaknagar Industries Limited,Consumer Defensive,TI,EQ,Consumer Defensive,TI.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TITAGARH RAIL SYSTEMS LIMITED,Industrials,TITAGARH,EQ,Industrials,TITAGARH.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Action Construction Equipment Limited,Farm & Heavy Construction Machinery,ACE,EQ,Industrials,ACE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intellect Design Arena Limited,Software - Application,INTELLECT,EQ,Technology,INTELLECT.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayaswal Neco Industries Limited,Steel,JAYNECOIND,EQ,Basic Materials,JAYNECOIND.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vedant Fashions Limited,Apparel Manufacturing,MANYAVAR,EQ,Consumer Cyclical,MANYAVAR.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IIFL Capital Services Limited,Capital Markets,IIFLCAPS,EQ,Financial Services,IIFLCAPS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramkrishna Forgings Limited,Metal Fabrication,RKFORGE,EQ,Industrials,RKFORGE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWAN CORP LIMITED,Conglomerates,SWANCORP,EQ,Industrials,SWANCORP.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olectra Greentech Limited,Farm & Heavy Construction Machinery,OLECTRA,EQ,Industrials,OLECTRA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finolex Industries Limited,Building Products & Equipment,FINPIPE,EQ,Industrials,FINPIPE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanofi Consumer Healthcare India Limited,Drug Manufacturers - General,SANOFICONR,EQ,Healthcare,SANOFICONR.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Railtel Corporation Of India Limited,Telecom Services,RAILTEL,EQ,Communication Services,RAILTEL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lloyds Enterprises Limited,Steel,LLOYDSENT,EQ,Basic Materials,LLOYDSENT.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBFC Finance Limited,Credit Services,SBFC,EQ,Financial Services,SBFC.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RITES Limited,Engineering & Construction,RITES,EQ,Industrials,RITES.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Bombay Burmah Trading Corporation Limited,Packaged Foods,BBTC,EQ,Consumer Defensive,BBTC.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astra Microwave Products Limited,Communication Equipment,ASTRAMICRO,EQ,Technology,ASTRAMICRO.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Park Medi World Limited,Medical Care Facilities,PARKHOSPS,EQ,Healthcare,PARKHOSPS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waaree Renewable Technologies Limited,Utilities - Renewable,WAAREERTL,EQ,Utilities,WAAREERTL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The South Indian Bank Limited,Banks - Regional,SOUTHBANK,EQ,Financial Services,SOUTHBANK.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esab India Limited,Tools & Accessories,ESABINDIA,EQ,Industrials,ESABINDIA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCC Limited,Engineering & Construction,NCC,EQ,Industrials,NCC.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strides Pharma Science Limited,Drug Manufacturers - Specialty & Generic,STAR,EQ,Healthcare,STAR.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF India (Industrial) Limited,Tools & Accessories,SKFINDUS,EQ,Industrials,SKFINDUS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balrampur Chini Mills Limited,Consumer Defensive,BALRAMCHIN,EQ,Consumer Defensive,BALRAMCHIN.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVR INOX Limited,Communication Services,PVRINOX,EQ,Communication Services,PVRINOX.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLACKBUCK LIMITED,Software - Application,BLACKBUCK,EQ,Technology,BLACKBUCK.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medplus Health Services Limited,Healthcare,MEDPLUS,EQ,Healthcare,MEDPLUS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vesuvius India Limited,Specialty Industrial Machinery,VESUVIUS,EQ,Industrials,VESUVIUS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMTC Limited,Conglomerates,MMTC,EQ,Industrials,MMTC.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genus Power Infrastructures Limited,Electrical Equipment & Parts,GENUSPOWER,EQ,Industrials,GENUSPOWER.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirloskar Pneumatic Company Limited,Specialty Industrial Machinery,KIRLPNU,EQ,Industrials,KIRLPNU.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharda Cropchem Limited,Agricultural Inputs,SHARDACROP,EQ,Basic Materials,SHARDACROP.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIRLASOFT LIMITED,Information Technology Services,BSOFT,EQ,Technology,BSOFT.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyient Limited,Conglomerates,CYIENT,EQ,Industrials,CYIENT.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nazara Technologies Limited,Communication Services,NAZARA,EQ,Communication Services,NAZARA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eureka Forbes Limited,"Furnishings, Fixtures & Appliances",EUREKAFORB,EQ,Consumer Cyclical,EUREKAFORB.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadowfax Technologies Limited,Industrials,SHADOWFAX,EQ,Industrials,SHADOWFAX.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P N Gadgil Jewellers Limited,Luxury Goods,PNGJL,EQ,Consumer Cyclical,PNGJL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Karnataka Bank Limited,Banks - Regional,KTKBANK,EQ,Financial Services,KTKBANK.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quality Power Electrical Equipments Limited,Electrical Equipment & Parts,QPOWER,EQ,Industrials,QPOWER.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transformers And Rectifiers (India) Limited,Electrical Equipment & Parts,TARIL,EQ,Industrials,TARIL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Embassy Developments Limited,Real Estate,EMBDL,EQ,Real Estate,EMBDL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Voltamp Transformers Limited,Electrical Equipment & Parts,VOLTAMP,EQ,Industrials,VOLTAMP.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jyothy Labs Limited,Household & Personal Products,JYOTHYLAB,EQ,Consumer Defensive,JYOTHYLAB.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viyash Scientific Limited,Drug Manufacturers - Specialty & Generic,VIYASH,EQ,Healthcare,VIYASH.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Star Cement Limited,Building Materials,STARCEMENT,EQ,Basic Materials,STARCEMENT.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemon Tree Hotels Limited,Lodging,LEMONTREE,EQ,Consumer Cyclical,LEMONTREE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clean Science and Technology Limited,Specialty Chemicals,CLEAN,EQ,Basic Materials,CLEAN.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G R Infraprojects Limited,Engineering & Construction,GRINFRA,EQ,Industrials,GRINFRA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manorama Industries Limited,Packaged Foods,MANORAMA,EQ,Consumer Defensive,MANORAMA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPI Green Energy Limited,Utilities - Renewable,KPIGREEN,EQ,Utilities,KPIGREEN.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cartrade Tech Limited,Consumer Cyclical,CARTRADE,EQ,Consumer Cyclical,CARTRADE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cello World Limited,"Furnishings, Fixtures & Appliances",CELLO,EQ,Consumer Cyclical,CELLO.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeena Sikho Lifecare Limited,Medical Care Facilities,JSLL,EQ,Healthcare,JSLL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF INVESTMENTS LIMITED,Asset Management,TSFINV,EQ,Financial Services,TSFINV.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bata India Limited,Consumer Cyclical,BATAINDIA,EQ,Consumer Cyclical,BATAINDIA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avalon Technologies Limited,Electronic Components,AVALON,EQ,Technology,AVALON.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXISCADES Technologies Limited,Engineering & Construction,AXISCADES,EQ,Industrials,AXISCADES.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nesco Limited,Conglomerates,NESCO,EQ,Industrials,NESCO.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time Technoplast Limited,Consumer Cyclical,TIMETECHNO,EQ,Consumer Cyclical,TIMETECHNO.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA Tech Wabag Limited,Engineering & Construction,WABAG,EQ,Industrials,WABAG.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amagi Media Labs Limited,Software - Application,AMAGI,EQ,Technology,AMAGI.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zee Entertainment Enterprises Limited,Communication Services,ZEEL,EQ,Communication Services,ZEEL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tejas Networks Limited,Communication Equipment,TEJASNET,EQ,Technology,TEJASNET.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diamond Power Infrastructure Limited,Specialty Industrial Machinery,DIACABS,EQ,Industrials,DIACABS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banco Products (I) Limited,Auto Parts,BANCOINDIA,EQ,Consumer Cyclical,BANCOINDIA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India Shelter Finance Corporation Limited,Mortgage Finance,INDIASHLTR,EQ,Financial Services,INDIASHLTR.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Healthcare Global Enterprises Limited,Medical Care Facilities,HCG,EQ,Healthcare,HCG.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASK Automotive Limited,Auto Parts,ASKAUTOLTD,EQ,Consumer Cyclical,ASKAUTOLTD.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marksans Pharma Limited,Drug Manufacturers - General,MARKSANS,EQ,Healthcare,MARKSANS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLOYDS ENGINEERING WORKS LIMITED,Specialty Industrial Machinery,LLOYDSENGG,EQ,Industrials,LLOYDSENGG.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEDEMAC Mechatronics Limited,Auto Parts,SEDEMAC,EQ,Consumer Cyclical,SEDEMAC.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Procter & Gamble Health Limited,Drug Manufacturers - Specialty & Generic,PGHL,EQ,Healthcare,PGHL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkla India Limited,Packaged Foods,ORKLAINDIA,EQ,Consumer Defensive,ORKLAINDIA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triveni Engineering & Industries Limited,Consumer Defensive,TRIVENI,EQ,Consumer Defensive,TRIVENI.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alkyl Amines Chemicals Limited,Specialty Chemicals,ALKYLAMINE,EQ,Basic Materials,ALKYLAMINE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF India Limited,Tools & Accessories,SKFINDIA,EQ,Industrials,SKFINDIA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra Seamless Limited,Steel,MAHSEAMLES,EQ,Basic Materials,MAHSEAMLES.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tata Teleservices (Maharashtra) Limited,Telecom Services,TTML,EQ,Communication Services,TTML.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Varroc Engineering Limited,Auto Parts,VARROC,EQ,Consumer Cyclical,VARROC.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shilpa Medicare Limited,Drug Manufacturers - Specialty & Generic,SHILPAMED,EQ,Healthcare,SHILPAMED.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRBL Limited,Packaged Foods,KRBL,EQ,Consumer Defensive,KRBL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akums Drugs and Pharmaceuticals Limited,Drug Manufacturers - Specialty & Generic,AKUMS,EQ,Healthcare,AKUMS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dynamatic Technologies Limited,Auto Parts,DYNAMATECH,EQ,Consumer Cyclical,DYNAMATECH.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Jet Healthcare Limited,Biotechnology,BLUEJET,EQ,Healthcare,BLUEJET.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHI MAGNESITA INDIA LIMITED,Metal Fabrication,RHIM,EQ,Industrials,RHIM.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMR Power and Urban Infra Limited,Energy,GMRP&UI,EQ,Energy,GMRP&UI.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKY GOLD AND DIAMONDS LIMITED,Luxury Goods,SKYGOLD,EQ,Consumer Cyclical,SKYGOLD.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Metals & Ferro Alloys Limited,Basic Materials,IMFA,EQ,Basic Materials,IMFA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujiyama Power Systems Limited,Solar,UTLSOLAR,EQ,Technology,UTLSOLAR.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63 moons technologies limited,Software - Application,63MOONS,EQ,Technology,63MOONS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yatharth Hospital & Trauma Care Services Limited,Medical Care Facilities,YATHARTH,EQ,Healthcare,YATHARTH.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tips Music Limited,Communication Services,TIPSMUSIC,EQ,Communication Services,TIPSMUSIC.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equitas Small Finance Bank Limited,Banks - Regional,EQUITASBNK,EQ,Financial Services,EQUITASBNK.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK Lakshmi Cement Limited,Building Materials,JKLAKSHMI,EQ,Basic Materials,JKLAKSHMI.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Mech Projects Limited,Engineering & Construction,POWERMECH,EQ,Industrials,POWERMECH.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonata Software Limited,Information Technology Services,SONATSOFTW,EQ,Technology,SONATSOFTW.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jupiter Life Line Hospitals Limited,Medical Care Facilities,JLHL,EQ,Healthcare,JLHL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRN Heat Exchanger and Refrigeration Limited,Electronic Components,KRN,EQ,Technology,KRN.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aditya Birla Fashion and Retail Limited,Apparel Manufacturing,ABFRL,EQ,Consumer Cyclical,ABFRL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V2 Retail Limited,Consumer Cyclical,V2RETAIL,EQ,Consumer Cyclical,V2RETAIL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalpataru Limited,Real Estate,KALPATARU,EQ,Real Estate,KALPATARU.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isgec Heavy Engineering Limited,Specialty Industrial Machinery,ISGEC,EQ,Industrials,ISGEC.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mishra Dhatu Nigam Limited,Steel,MIDHANI,EQ,Basic Materials,MIDHANI.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOROSIL RENEWABLES LIMITED,Solar,BORORENEW,EQ,Technology,BORORENEW.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
