company_name,industry,symbol,Series,sector,ticker,f&o,Include,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Insurance Corporation of India,Financial Services,GICRE,EQ,Financial Services,GICRE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNO Minda Limited,Auto Parts,UNOMINDA,EQ,Consumer Cyclical,UNOMINDA.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alkem Laboratories Limited,Drug Manufacturers - Specialty & Generic,ALKEM,EQ,Healthcare,ALKEM.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenmark Pharmaceuticals Limited,Drug Manufacturers - Specialty & Generic,GLENMARK,EQ,Healthcare,GLENMARK.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linde India Limited,Specialty Chemicals,LINDEINDIA,EQ,Basic Materials,LINDEINDIA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schaeffler India Limited,Auto Parts,SCHAEFFLER,EQ,Consumer Cyclical,SCHAEFFLER.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurus Labs Limited,Drug Manufacturers - Specialty & Generic,LAURUSLABS,EQ,Healthcare,LAURUSLABS.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dixon Technologies (India) Limited,Technology,DIXON,EQ,Technology,DIXON.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Phoenix Mills Limited,Real Estate,PHOENIXLTD,EQ,Real Estate,PHOENIXLTD.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prestige Estates Projects Limited,Real Estate,PRESTIGE,EQ,Real Estate,PRESTIGE.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank of Maharashtra,Banks - Regional,MAHABANK,EQ,Financial Services,MAHABANK.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank of India,Banks - Regional,BANKINDIA,EQ,Financial Services,BANKINDIA.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rail Vikas Nigam Limited,Engineering & Construction,RVNL,EQ,Industrials,RVNL.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Info Edge (India) Limited,Communication Services,NAUKRI,EQ,Communication Services,NAUKRI.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jindal Stainless Limited,Steel,JSL,EQ,Basic Materials,JSL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oberoi Realty Limited,Real Estate,OBEROIRLTY,EQ,Real Estate,OBEROIRLTY.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biocon Limited,Biotechnology,BIOCON,EQ,Healthcare,BIOCON.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBI Cards and Payment Services Limited,Credit Services,SBICARD,EQ,Financial Services,SBICARD.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDFC First Bank Limited,Banks - Regional,IDFCFIRSTB,EQ,Financial Services,IDFCFIRSTB.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berger Paints (I) Limited,Specialty Chemicals,BERGEPAINT,EQ,Basic Materials,BERGEPAINT.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colgate Palmolive (India) Limited,Household & Personal Products,COLPAL,EQ,Consumer Defensive,COLPAL.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JSW Infrastructure Limited,Marine Shipping,JSWINFRA,EQ,Industrials,JSWINFRA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tube Investments of India Limited,Conglomerates,TIINDIA,EQ,Industrials,TIINDIA.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coforge Limited,Information Technology Services,COFORGE,EQ,Technology,COFORGE.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max Financial Services Limited,Insurance - Life,MFSL,EQ,Financial Services,MFSL.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fertilizers and Chemicals Travancore Limited,Agricultural Inputs,FACT,EQ,Basic Materials,FACT.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDB Financial Services Limited,Credit Services,HDBFS,EQ,Financial Services,HDBFS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vishal Mega Mart Limited,Consumer Cyclical,VMM,EQ,Consumer Cyclical,VMM.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coromandel International Limited,Agricultural Inputs,COROMANDEL,EQ,Basic Materials,COROMANDEL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abbott India Limited,Drug Manufacturers - Specialty & Generic,ABBOTINDIA,EQ,Healthcare,ABBOTINDIA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Godrej Properties Limited,Real Estate,GODREJPROP,EQ,Real Estate,GODREJPROP.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRF Limited,Auto Parts,MRF,EQ,Consumer Cyclical,MRF.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hindustan Copper Limited,Basic Materials,HINDCOPPER,EQ,Basic Materials,HINDCOPPER.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPL Limited,Agricultural Inputs,UPL,EQ,Basic Materials,UPL.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APL Apollo Tubes Limited,Steel,APLAPOLLO,EQ,Basic Materials,APLAPOLLO.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motilal Oswal Financial Services Limited,Capital Markets,MOTILALOFS,EQ,Financial Services,MOTILALOFS.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bharat Dynamics Limited,Aerospace & Defense,BDL,EQ,Industrials,BDL.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thermax Limited,Conglomerates,THERMAX,EQ,Industrials,THERMAX.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundaram Finance Limited,Credit Services,SUNDARMFIN,EQ,Financial Services,SUNDARMFIN.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apar Industries Limited,Electrical Equipment & Parts,APARINDS,EQ,Industrials,APARINDS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patanjali Foods Limited,Packaged Foods,PATANJALI,EQ,Consumer Defensive,PATANJALI.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEI Industries Limited,Electrical Equipment & Parts,KEI,EQ,Industrials,KEI.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI Industries Limited,Agricultural Inputs,PIIND,EQ,Basic Materials,PIIND.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra & Mahindra Financial Services Limited,Credit Services,M&MFIN,EQ,Financial Services,M&MFIN.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cochin Shipyard Limited,Aerospace & Defense,COCHINSHIP,EQ,Industrials,COCHINSHIP.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radico Khaitan Limited,Consumer Defensive,RADICO,EQ,Consumer Defensive,RADICO.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supreme Industries Limited,Building Products & Equipment,SUPREMEIND,EQ,Industrials,SUPREMEIND.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Housing & Urban Development Corporation Limited,Credit Services,HUDCO,EQ,Financial Services,HUDCO.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier Energies Limited,Solar,PREMIERENE,EQ,Technology,PREMIERENE.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piramal Finance Limited,Credit Services,PIRAMALFIN,EQ,Financial Services,PIRAMALFIN.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLC India Limited,Utilities,NLCINDIA,EQ,Utilities,NLCINDIA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360 ONE WAM LIMITED,Asset Management,360ONE,EQ,Financial Services,360ONE.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tata Communications Limited,Telecom Services,TATACOMM,EQ,Communication Services,TATACOMM.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Railway Catering And Tourism Corporation Limited,Consumer Cyclical,IRCTC,EQ,Consumer Cyclical,IRCTC.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthem Biosciences Limited,Biotechnology,ANTHEM,EQ,Healthcare,ANTHEM.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalyan Jewellers India Limited,Luxury Goods,KALYANKJIL,EQ,Consumer Cyclical,KALYANKJIL.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Voltas Limited,"Furnishings, Fixtures & Appliances",VOLTAS,EQ,Consumer Cyclical,VOLTAS.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balkrishna Industries Limited,Auto Parts,BALKRISIND,EQ,Consumer Cyclical,BALKRISIND.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK Cement Limited,Building Materials,JKCEMENT,EQ,Basic Materials,JKCEMENT.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petronet LNG Limited,Oil & Gas Refining & Marketing,PETRONET,EQ,Energy,PETRONET.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MphasiS Limited,Information Technology Services,MPHASIS,EQ,Technology,MPHASIS.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astral Limited,Building Products & Equipment,ASTRAL,EQ,Industrials,ASTRAL.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Authum Investment & Infrastructure Limited,Capital Markets,AIIL,EQ,Financial Services,AIIL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GlaxoSmithKline Pharmaceuticals Limited,Drug Manufacturers - General,GLAXO,EQ,Healthcare,GLAXO.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Page Industries Limited,Apparel Manufacturing,PAGEIND,EQ,Consumer Cyclical,PAGEIND.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat Fluorochemicals Limited,Specialty Chemicals,FLUOROCHEM,EQ,Basic Materials,FLUOROCHEM.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Godrej Industries Limited,Conglomerates,GODREJIND,EQ,Industrials,GODREJIND.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Container Corporation of India Limited,Industrials,CONCOR,EQ,Industrials,CONCOR.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poonawalla Fincorp Limited,Credit Services,POONAWALLA,EQ,Financial Services,POONAWALLA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L&T Technology Services Limited,Information Technology Services,LTTS,EQ,Technology,LTTS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPCA Laboratories Limited,Drug Manufacturers - Specialty & Generic,IPCALAB,EQ,Healthcare,IPCALAB.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aster DM Healthcare Limited,Medical Care Facilities,ASTERDM,EQ,Healthcare,ASTERDM.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ajanta Pharma Limited,Drug Manufacturers - Specialty & Generic,AJANTPHARM,EQ,Healthcare,AJANTPHARM.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Godfrey Phillips India Limited,Consumer Defensive,GODFRYPHLP,EQ,Consumer Defensive,GODFRYPHLP.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Renewable Energy Development Agency Limited,Credit Services,IREDA,EQ,Financial Services,IREDA.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Breweries Limited,Consumer Defensive,UBL,EQ,Consumer Defensive,UBL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIA Engineering Limited,Specialty Industrial Machinery,AIAENG,EQ,Industrials,AIAENG.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narayana Hrudayalaya Ltd.,Medical Care Facilities,NH,EQ,Healthcare,NH.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tata Investment Corporation Limited,Asset Management,TATAINVEST,EQ,Financial Services,TATAINVEST.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Navin Fluorine International Limited,Chemicals,NAVINFLUOR,EQ,Basic Materials,NAVINFLUOR.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M India Limited,Conglomerates,3MINDIA,EQ,Industrials,3MINDIA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sona BLW Precision Forgings Limited,Auto Parts,SONACOMS,EQ,Consumer Cyclical,SONACOMS.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delhivery Limited,Industrials,DELHIVERY,EQ,Industrials,DELHIVERY.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endurance Technologies Limited,Auto Parts,ENDURANCE,EQ,Consumer Cyclical,ENDURANCE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ather Energy Limited,Auto Manufacturers,ATHERENERG,EQ,Consumer Cyclical,ATHERENERG.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garden Reach Shipbuilders & Engineers Limited,Aerospace & Defense,GRSE,EQ,Industrials,GRSE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Star Limited,Building Products & Equipment,BLUESTARCO,EQ,Industrials,BLUESTARCO.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escorts Kubota Limited,Farm & Heavy Construction Machinery,ESCORTS,EQ,Industrials,ESCORTS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JB Chemicals & Pharmaceuticals Limited,Drug Manufacturers - Specialty & Generic,JBCHEPHARM,EQ,Healthcare,JBCHEPHARM.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITC Hotels Limited,Consumer Cyclical,ITCHOTELS,EQ,Consumer Cyclical,ITCHOTELS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalmia Bharat Limited,Building Materials,DALBHARAT,EQ,Basic Materials,DALBHARAT.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welspun Corp Limited,Steel,WELCORP,EQ,Basic Materials,WELCORP.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cholamandalam Financial Holdings Limited,Credit Services,CHOLAHLDNG,EQ,Financial Services,CHOLAHLDNG.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bandhan Bank Limited,Banks - Regional,BANDHANBNK,EQ,Financial Services,BANDHANBNK.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Bank of India,Banks - Regional,CENTRALBK,EQ,Financial Services,CENTRALBK.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.P.R. Mill Limited,Textile Manufacturing,KPRMILL,EQ,Consumer Cyclical,KPRMILL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Health Limited,Medical Care Facilities,MEDANTA,EQ,Healthcare,MEDANTA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Procter & Gamble Hygiene and Health Care Limited,Household & Personal Products,PGHH,EQ,Consumer Defensive,PGHH.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Himadri Speciality Chemical Limited,Specialty Chemicals,HSCL,EQ,Basic Materials,HSCL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIC Housing Finance Limited,Mortgage Finance,LICHSGFIN,EQ,Financial Services,LICHSGFIN.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gland Pharma Limited,Drug Manufacturers - Specialty & Generic,GLAND,EQ,Healthcare,GLAND.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emcure Pharmaceuticals Limited,Drug Manufacturers - Specialty & Generic,EMCURE,EQ,Healthcare,EMCURE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jubilant Foodworks Limited,Consumer Cyclical,JUBLFOOD,EQ,Consumer Cyclical,JUBLFOOD.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amber Enterprises India Limited,"Furnishings, Fixtures & Appliances",AMBER,EQ,Consumer Cyclical,AMBER.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physicswallah Limited,Consumer Defensive,PWL,EQ,Consumer Defensive,PWL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aditya Birla Sun Life AMC Limited,Asset Management,ABSLAMC,EQ,Financial Services,ABSLAMC.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJVN Limited,Utilities - Renewable,SJVN,EQ,Utilities,SJVN.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exide Industries Limited,Auto Parts,EXIDEIND,EQ,Consumer Cyclical,EXIDEIND.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Star Health and Allied Insurance Company Limited,Insurance - Life,STARHEALTH,EQ,Financial Services,STARHEALTH.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISIL Limited,Financial Services,CRISIL,EQ,Financial Services,CRISIL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaynes Technology India Limited,Electronic Components,KAYNES,EQ,Technology,KAYNES.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anand Rathi Wealth Limited,Asset Management,ANANDRATHI,EQ,Financial Services,ANANDRATHI.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angel One Limited,Capital Markets,ANGELONE,EQ,Financial Services,ANGELONE.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuvama Wealth Management Limited,Asset Management,NUVAMA,EQ,Financial Services,NUVAMA.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manappuram Finance Limited,Credit Services,MANAPPURAM,EQ,Financial Services,MANAPPURAM.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hexaware Technologies Limited,Information Technology Services,HEXT,EQ,Technology,HEXT.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aditya Infotech Limited,Building Products & Equipment,CPPLUS,EQ,Industrials,CPPLUS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karur Vysya Bank Limited,Banks - Regional,KARURVYSYA,EQ,Financial Services,KARURVYSYA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mangalore Refinery and Petrochemicals Limited,Oil & Gas Refining & Marketing,MRPL,EQ,Energy,MRPL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVS Holdings Limited,Auto Parts,TVSHLTD,EQ,Consumer Cyclical,TVSHLTD.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Go Digit General Insurance Limited,Financial Services,GODIGIT,EQ,Financial Services,GODIGIT.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITI Limited,Communication Equipment,ITI,EQ,Technology,ITI.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krishna Institute of Medical Sciences Limited,Medical Care Facilities,KIMS,EQ,Healthcare,KIMS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inventurus Knowledge Solutions Limited,Healthcare,IKS,EQ,Healthcare,IKS.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNB Housing Finance Limited,Mortgage Finance,PNBHOUSING,EQ,Financial Services,PNBHOUSING.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motherson Sumi Wiring India Limited,Auto Parts,MSUMI,EQ,Consumer Cyclical,MSUMI.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro Brands Limited,Consumer Cyclical,METROBRAND,EQ,Consumer Cyclical,METROBRAND.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZF Commercial Vehicle Control Systems India Limited,Auto Parts,ZFCVINDIA,EQ,Consumer Cyclical,ZFCVINDIA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr. Lal Path Labs Ltd.,Diagnostics & Research,LALPATHLAB,EQ,Healthcare,LALPATHLAB.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORCE MOTORS LTD,Auto Manufacturers,FORCEMOT,EQ,Consumer Cyclical,FORCEMOT.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat Gas Limited,Utilities,GUJGASLTD,EQ,Utilities,GUJGASLTD.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBCC (India) Limited,Engineering & Construction,NBCC,EQ,Industrials,NBCC.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The New India Assurance Company Limited,Financial Services,NIACL,EQ,Financial Services,NIACL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timken India Limited,Tools & Accessories,TIMKEN,EQ,Industrials,TIMKEN.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tata Elxsi Limited,Software - Application,TATAELXSI,EQ,Technology,TATAELXSI.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWL Agri Business Limited,Packaged Foods,AWL,EQ,Consumer Defensive,AWL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeywell Automation India Limited,Electrical Equipment & Parts,HONAUT,EQ,Industrials,HONAUT.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gillette India Limited,Household & Personal Products,GILLETTE,EQ,Consumer Defensive,GILLETTE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Depository Services (India) Limited,Capital Markets,CDSL,EQ,Financial Services,CDSL.NS,F&O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC Limited,Building Materials,ACC,EQ,Basic Materials,ACC.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wockhardt Limited,Drug Manufacturers - Specialty & Generic,WOCKPHARMA,EQ,Healthcare,WOCKPHARMA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apollo Tyres Limited,Auto Parts,APOLLOTYRE,EQ,Consumer Cyclical,APOLLOTYRE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tata Technologies Limited,Information Technology Services,TATATECH,EQ,Technology,TATATECH.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deepak Nitrite Limited,Chemicals,DEEPAKNTR,EQ,Basic Materials,DEEPAKNTR.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aegis Logistics Limited,Oil & Gas Refining & Marketing,AEGISLOG,EQ,Energy,AEGISLOG.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netweb Technologies India Limited,Technology,NETWEB,EQ,Technology,NETWEB.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTC Industries Limited,Metal Fabrication,PTCIL,EQ,Industrials,PTCIL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shyam Metalics and Energy Limited,Steel,SHYAMMETL,EQ,Basic Materials,SHYAMMETL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirloskar Oil Engines Limited,Specialty Industrial Machinery,KIRLOSENG,EQ,Industrials,KIRLOSENG.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CESC Limited,Utilities,CESC,EQ,Utilities,CESC.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIOCL Limited,Steel,KIOCL,EQ,Basic Materials,KIOCL.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumitomo Chemical India Limited,Agricultural Inputs,SUMICHEM,EQ,Basic Materials,SUMICHEM.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREDITACCESS GRAMEEN LIMITED,Credit Services,CREDITACC,EQ,Financial Services,CREDITACC.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piramal Pharma Limited,Drug Manufacturers - Specialty & Generic,PPLPHARMA,EQ,Healthcare,PPLPHARMA.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sai Life Sciences Limited,Diagnostics & Research,SAILIFE,EQ,Healthcare,SAILIFE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HBL Engineering Limited,Electrical Equipment & Parts,HBLENGINE,EQ,Industrials,HBLENGINE.NS,#N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
