snapshot_date,ticker,Company Name,Industry,stage,current_rank,interesting_priority,daily_setup_bucket,weekly_setup_bucket,combined_bucket,final_combined_score,rs_3m_pct,rs_6m_pct,volume_dryup_ratio,breakout_volume_ratio,weekly_volume_ratio,volume_is_drying_up,weekly_volume_is_drying_up,notes
2026-06-02,ADANIGREEN.NS,Adani Green Energy Limited,Utilities - Renewable,Stage 2,11,118.264,watchlist,weekly_breakout,watchlist,67.57,60.84,47.55,0.72,1.08,0.82,True,True,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-06-02,NLCINDIA.NS,NLC India Limited,Utilities,Stage 2,7,116.09,forming_vcp,weekly_breakout,watchlist,71.7,42.09,54.87,0.7,0.87,0.86,True,True,"Stage 2, Clean Stage 2, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-06-02,STLTECH.NS,Sterlite Technologies Limited,Communication Equipment,Stage 2,18,115.726,watchlist,weekly_breakout,watchlist,63.63,279.15,474.12,0.33,1.73,0.37,True,True,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-06-02,SYRMA.NS,Syrma SGS Technology Limited,Electronic Components,Stage 2,14,111.018,watchlist,weekly_near_pivot,watchlist,65.09,49.75,51.53,0.76,1.43,0.85,True,True,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-06-02,RATNAMANI.NS,Ratnamani Metals & Tubes Limited,Steel,Stage 2,25,107.578,watchlist,weekly_near_pivot,watchlist,61.64,13.33,15.92,0.54,0.17,0.48,True,True,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-06-02,ARVIND.NS,Arvind Limited,Textile Manufacturing,Stage 2,4,105.242,watchlist,weekly_breakout,watchlist,73.71,50.22,51.31,0.91,1.26,1.03,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-06-02,ELGIEQUIP.NS,Elgi Equipments Limited,Specialty Industrial Machinery,Stage 2,5,104.756,watchlist,weekly_breakout,watchlist,72.53,18.05,24.72,2.03,0.68,3.47,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-06-02,CUMMINSIND.NS,Cummins India Limited,Specialty Industrial Machinery,Stage 2,6,104.486,watchlist,weekly_breakout,watchlist,72.43,24.37,37.29,0.97,1.43,1.61,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-06-02,NMDC.NS,NMDC Limited,Steel,Stage 2,9,103.322,watchlist,weekly_breakout,watchlist,70.36,24.45,42.13,1.23,4.45,2.29,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-06-02,KINGFA.NS,Kingfa Science & Technology (India) Limited,Specialty Chemicals,Stage 2,10,102.638,watchlist,weekly_breakout,watchlist,68.19,26.76,42.9,1.34,0.3,2.35,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-06-02,AIAENG.NS,AIA Engineering Limited,Specialty Industrial Machinery,Stage 2,12,101.896,watchlist,weekly_breakout,watchlist,66.98,24.21,28.28,2.17,0.89,5.44,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
