snapshot_date,ticker,Company Name,Industry,stage,current_rank,interesting_priority,daily_setup_bucket,weekly_setup_bucket,combined_bucket,final_combined_score,rs_3m_pct,rs_6m_pct,volume_dryup_ratio,breakout_volume_ratio,weekly_volume_ratio,volume_is_drying_up,weekly_volume_is_drying_up,notes
2026-06-03,ADANIGREEN.NS,Adani Green Energy Limited,Utilities - Renewable,Stage 2,11,118.24,watchlist,weekly_breakout,watchlist,67.45,66.19,48.0,0.71,0.48,0.63,True,True,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-06-03,STLTECH.NS,Sterlite Technologies Limited,Communication Equipment,Stage 2,22,114.408,watchlist,weekly_breakout,watchlist,62.04,268.07,500.16,0.33,0.69,0.47,True,True,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-06-03,NLCINDIA.NS,NLC India Limited,Utilities,Stage 2,13,113.58,forming_vcp,weekly_breakout,watchlist,66.65,45.26,57.0,0.71,0.43,0.78,True,True,"Stage 2, Clean Stage 2, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-06-03,NUVAMA.NS,Nuvama Wealth Management Limited,Asset Management,Stage 2,10,111.594,watchlist,weekly_breakout,watchlist,67.97,38.58,16.21,0.78,1.16,1.0,True,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_strong"
2026-06-03,SYRMA.NS,Syrma SGS Technology Limited,Electronic Components,Stage 2,14,109.916,watchlist,weekly_breakout,watchlist,64.58,61.18,57.7,0.79,1.29,1.05,True,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_strong"
2026-06-03,RATNAMANI.NS,Ratnamani Metals & Tubes Limited,Steel,Stage 2,20,108.944,watchlist,weekly_near_pivot,watchlist,62.22,16.82,18.33,0.49,0.29,0.44,True,True,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-06-03,LAURUSLABS.NS,Laurus Labs Limited,Drug Manufacturers - Specialty & Generic,Stage 2,7,108.858,forming_vcp,weekly_breakout,watchlist,70.54,39.25,46.27,0.83,0.66,0.91,True,False,"Stage 2, Extended Stage 2, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_strong"
2026-06-03,USHAMART.NS,Usha Martin Limited,Steel,Stage 2,21,105.668,watchlist,weekly_breakout,watchlist,62.09,26.49,28.44,1.35,0.58,0.78,False,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong"
2026-06-03,ARVIND.NS,Arvind Limited,Textile Manufacturing,Stage 2,3,105.444,watchlist,weekly_breakout,watchlist,73.47,49.06,51.09,0.85,0.57,1.14,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-06-03,ELGIEQUIP.NS,Elgi Equipments Limited,Specialty Industrial Machinery,Stage 2,4,104.978,watchlist,weekly_breakout,watchlist,72.39,23.79,30.89,1.96,2.03,3.46,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-06-03,IOLCP.NS,IOL Chemicals and Pharmaceuticals Limited,Drug Manufacturers - Specialty & Generic,Stage 2,25,104.58,watchlist,weekly_breakout,watchlist,61.65,91.71,58.26,1.72,0.35,0.63,False,True,"Stage 2, Extended Stage 2, weekly_vcp_ok, weekly_volume_dryup, weekly_strong"
2026-06-03,CUMMINSIND.NS,Cummins India Limited,Specialty Industrial Machinery,Stage 2,5,104.564,watchlist,weekly_breakout,watchlist,71.57,26.38,36.52,0.97,0.78,1.18,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-06-03,DIACABS.NS,Diamond Power Infrastructure Limited,Specialty Industrial Machinery,Stage 2,26,104.276,watchlist,weekly_breakout,watchlist,61.38,45.92,37.18,1.52,0.36,0.9,False,True,"Stage 2, Early Stage 2, weekly_vcp_ok, weekly_volume_dryup, weekly_strong"
2026-06-03,KINGFA.NS,Kingfa Science & Technology (India) Limited,Specialty Chemicals,Stage 2,9,102.848,watchlist,weekly_breakout,watchlist,67.99,28.68,36.51,1.33,0.66,1.93,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-06-03,AIAENG.NS,AIA Engineering Limited,Specialty Industrial Machinery,Stage 2,12,101.93,watchlist,weekly_breakout,watchlist,67.15,25.59,28.57,2.55,0.6,1.54,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-06-03,AKUMS.NS,Akums Drugs and Pharmaceuticals Limited,Drug Manufacturers - Specialty & Generic,Stage 2,19,100.356,watchlist,weekly_near_pivot,watchlist,63.03,20.27,37.48,0.86,0.64,0.69,False,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong"
2026-06-03,NMDC.NS,NMDC Limited,Steel,Stage 2,17,100.082,watchlist,weekly_breakout,watchlist,64.16,26.39,41.95,1.32,1.9,2.51,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-06-03,COALINDIA.NS,Coal India Limited,Energy,Stage 2,1,100.056,watchlist,weekly_near_pivot,watchlist,74.03,19.0,36.73,2.05,0.82,2.55,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
