snapshot_date,ticker,Company Name,Industry,stage,current_rank,interesting_priority,daily_setup_bucket,weekly_setup_bucket,combined_bucket,final_combined_score,rs_3m_pct,rs_6m_pct,volume_dryup_ratio,breakout_volume_ratio,weekly_volume_ratio,volume_is_drying_up,weekly_volume_is_drying_up,notes
2026-05-25,CUMMINSIND.NS,Cummins India Limited,Specialty Industrial Machinery,Stage 2,1,117.196,watchlist,weekly_near_pivot,watchlist,79.73,22.77,30.81,0.54,0.58,0.52,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-25,NATCOPHARM.NS,Natco Pharma Limited,Drug Manufacturers - Specialty & Generic,Stage 2,2,116.622,watchlist,weekly_near_pivot,watchlist,78.11,38.97,42.41,0.63,0.39,0.61,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-25,AXISCADES.NS,AXISCADES Technologies Limited,Engineering & Construction,Stage 2,22,115.606,watchlist,weekly_breakout,watchlist,68.03,47.8,42.42,0.71,0.83,0.72,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-25,KINGFA.NS,Kingfa Science & Technology (India) Limited,Specialty Chemicals,Stage 2,23,115.342,watchlist,weekly_breakout,watchlist,67.96,32.75,33.42,0.81,0.83,0.74,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-25,SONACOMS.NS,Sona BLW Precision Forgings Limited,Auto Parts,Stage 2,30,113.328,watchlist,weekly_breakout,watchlist,66.64,19.54,24.77,0.7,0.25,0.53,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-25,COALINDIA.NS,Coal India Limited,Energy,Stage 2,12,112.826,watchlist,weekly_near_pivot,watchlist,71.63,16.98,29.48,0.66,0.75,0.65,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-25,ADANIGREEN.NS,Adani Green Energy Limited,Utilities - Renewable,Stage 2,6,111.938,watchlist,weekly_breakout,watchlist,74.69,51.43,40.37,0.99,0.86,0.89,False,True,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong"
2026-05-25,NLCINDIA.NS,NLC India Limited,Utilities,Stage 2,7,111.418,watchlist,weekly_breakout,watchlist,73.34,37.75,46.22,1.97,0.3,0.69,False,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong"
2026-05-25,VISHNU.NS,Vishnu Chemicals Limited,Specialty Chemicals,Stage 2,15,110.934,watchlist,weekly_breakout,watchlist,70.92,25.21,33.68,0.82,0.34,0.9,True,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_strong"
2026-05-25,ADANIPOWER.NS,Adani Power Limited,Utilities,Stage 2,20,110.204,watchlist,weekly_near_pivot,watchlist,68.52,73.09,61.34,0.82,1.43,0.81,True,True,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-25,USHAMART.NS,Usha Martin Limited,Steel,Stage 2,3,106.934,watchlist,weekly_near_pivot,watchlist,75.92,23.92,15.22,0.97,0.52,0.56,False,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong"
2026-05-25,LAURUSLABS.NS,Laurus Labs Limited,Drug Manufacturers - Specialty & Generic,Stage 2,9,103.834,watchlist,weekly_breakout,watchlist,72.92,39.87,44.79,1.03,0.77,0.98,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-05-25,RPTECH.NS,Rashi Peripherals Limited,Technology,Stage 2,10,103.504,watchlist,weekly_breakout,watchlist,72.52,58.37,71.86,1.32,0.28,1.13,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-05-25,ARVIND.NS,Arvind Limited,Textile Manufacturing,Stage 2,14,102.194,watchlist,weekly_breakout,watchlist,70.97,38.96,41.77,1.59,0.23,1.04,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-05-25,ACMESOLAR.NS,Acme Solar Holdings Limited,Utilities - Renewable,Stage 2,24,101.992,watchlist,weekly_near_pivot,watchlist,67.46,38.35,30.35,0.64,2.0,1.08,True,False,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_strong"
2026-05-25,HIRECT.NS,Hind Rectifiers Limited,Electrical Equipment & Parts,Stage 2,17,101.184,watchlist,weekly_breakout,watchlist,69.67,56.62,36.23,1.64,0.17,1.68,False,False,"Stage 2, Early Stage 2, weekly_vcp_ok, weekly_strong"
2026-05-25,SHILPAMED.NS,Shilpa Medicare Limited,Drug Manufacturers - Specialty & Generic,Stage 2,21,99.914,watchlist,weekly_breakout,watchlist,68.32,62.69,50.99,1.66,5.83,2.64,False,False,"Stage 2, Extended Stage 2, weekly_vcp_ok, weekly_strong"
2026-05-25,STAR.NS,Strides Pharma Science Limited,Drug Manufacturers - Specialty & Generic,Stage 2,5,99.32,watchlist,weekly_near_pivot,watchlist,75.35,43.46,35.92,1.59,0.69,1.62,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
