snapshot_date,ticker,Company Name,Industry,stage,stage_raw,stage_variant,stage_confidence,stage_reason,stage_state_reason,stage_failed_since,last_stage2_date,stage_pending_raw,current_rank,interesting_priority,daily_setup_bucket,weekly_setup_bucket,combined_bucket,final_combined_score,rs_3m_pct,rs_6m_pct,volume_dryup_ratio,breakout_volume_ratio,weekly_volume_ratio,volume_is_drying_up,weekly_volume_is_drying_up,notes
2026-08-12,SSWL.NS,Steel Strips Wheels Limited,Auto Parts,Stage 2,Stage 2,Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-08-11,,7,121.25,watchlist,weekly_breakout,watchlist,77.5,45.87,43.69,0.62,0.21,0.47,True,True,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-08-12,FEDERALBNK.NS,The Federal Bank  Limited,Banks - Regional,Stage 2,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-08-11,,12,119.65,watchlist,weekly_breakout,watchlist,75.75,23.71,31.33,0.62,0.49,0.52,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-08-12,IPCALAB.NS,IPCA Laboratories Limited,Drug Manufacturers - Specialty & Generic,Stage 2,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-08-11,,18,117.772,watchlist,weekly_breakout,watchlist,73.86,7.3,29.19,0.76,0.57,0.71,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-08-12,DIACABS.NS,Diamond Power Infrastructure Limited,Specialty Industrial Machinery,Stage 2,Stage 2,Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-08-11,,19,117.51,watchlist,weekly_breakout,watchlist,73.8,88.67,179.26,0.54,0.18,0.22,True,True,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-08-12,KARURVYSYA.NS,Karur Vysya Bank Limited,Banks - Regional,Stage 2,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-08-11,,20,113.256,forming_vcp,weekly_breakout,watchlist,73.78,13.78,11.93,0.4,0.31,0.3,True,True,"Stage 2, Clean Stage 2, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-08-12,DIXON.NS,Dixon Technologies (India) Limited,Technology,Stage 2,Stage 2,Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-08-11,,27,109.154,watchlist,weekly_near_pivot,watchlist,72.02,24.86,22.43,0.67,0.58,0.41,True,True,"Stage 2, Early Stage 2, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-08-12,FLUOROCHEM.NS,Gujarat Fluorochemicals Limited,Specialty Chemicals,Stage 2,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-08-11,,1,107.83,watchlist,weekly_breakout,watchlist,82.9,19.8,36.51,1.16,5.76,1.9,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-08-12,HAPPYFORGE.NS,Happy Forgings Limited,Metal Fabrication,Stage 2,Stage 2,Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-08-11,,2,107.18,watchlist,weekly_breakout,watchlist,80.9,43.09,81.22,1.39,2.64,1.37,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-08-12,SETL.NS,Standard Engineering Technology Limited,Specialty Industrial Machinery,Stage 2,Stage 2,Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-08-11,,11,106.918,watchlist,weekly_near_pivot,watchlist,75.84,116.94,129.16,0.58,1.77,0.97,True,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_strong"
2026-08-12,DIVISLAB.NS,Divi's Laboratories Limited,Drug Manufacturers - Specialty & Generic,Stage 2,Stage 2,Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-08-11,,3,106.848,watchlist,weekly_breakout,watchlist,80.49,23.19,44.73,1.46,1.06,0.96,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-08-12,ALIVUS.NS,Alivus Life Sciences Limited,Drug Manufacturers - Specialty & Generic,Stage 2,Stage 2,Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-08-11,,4,106.378,watchlist,weekly_breakout,watchlist,79.39,25.82,51.33,2.04,0.51,1.36,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-08-12,RKFORGE.NS,Ramkrishna Forgings Limited,Metal Fabrication,Stage 2,Stage 2,Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-08-11,,5,106.084,watchlist,weekly_breakout,watchlist,79.17,28.45,34.22,1.4,0.44,1.35,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-08-12,UNIMECH.NS,Unimech Aerospace and Manufacturing Limited,Aerospace & Defense,Stage 2,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-08-11,,6,105.59,watchlist,weekly_breakout,watchlist,77.95,47.56,44.81,1.67,0.42,1.47,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-08-12,AUROPHARMA.NS,Aurobindo Pharma Limited,Drug Manufacturers - Specialty & Generic,Stage 2,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-08-11,,9,104.648,watchlist,weekly_breakout,watchlist,76.99,7.12,53.19,1.03,0.74,0.93,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-08-12,BOSCHLTD.NS,Bosch Limited,Auto Parts,Stage 2,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-08-11,,10,104.312,watchlist,weekly_breakout,watchlist,76.56,20.82,36.21,1.41,2.74,1.9,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-08-12,CUB.NS,City Union Bank Limited,Banks - Regional,Stage 2,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-08-11,,16,103.294,watchlist,weekly_near_pivot,watchlist,73.97,13.63,4.83,1.01,0.52,0.79,False,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong"
2026-08-12,MANAPPURAM.NS,Manappuram Finance Limited,Credit Services,Stage 2,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-08-11,,14,102.968,watchlist,weekly_breakout,watchlist,74.84,11.53,19.2,2.07,6.37,2.32,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-08-12,SMLMAH.NS,SML Mahindra Limited,Auto Manufacturers,Stage 2,Stage 2,Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-08-11,,17,102.038,watchlist,weekly_breakout,watchlist,73.94,45.38,22.58,3.01,0.31,0.91,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-08-12,TVSMOTOR.NS,TVS Motor Company Limited,Auto Manufacturers,Stage 2,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-08-11,,23,101.374,watchlist,weekly_near_pivot,watchlist,73.12,23.05,21.58,1.16,0.75,0.78,False,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong"
2026-08-12,FIEMIND.NS,Fiem Industries Limited,Auto Parts,Stage 2,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-08-11,,21,101.0,watchlist,weekly_breakout,watchlist,73.75,20.99,13.35,1.96,2.47,2.29,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
