snapshot_date,ticker,Company Name,Industry,stage,current_rank,interesting_priority,daily_setup_bucket,weekly_setup_bucket,combined_bucket,final_combined_score,rs_3m_pct,rs_6m_pct,volume_dryup_ratio,breakout_volume_ratio,weekly_volume_ratio,volume_is_drying_up,weekly_volume_is_drying_up,notes
2026-06-05,WELSPUNLIV.NS,Welspun Living Limited,Textile Manufacturing,Stage 2,3,126.49,forming_vcp,weekly_near_pivot,building_setup,73.7,25.01,12.78,0.75,0.31,1.22,True,False,"Stage 2, Clean Stage 2, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_strong"
2026-06-05,RATNAMANI.NS,Ratnamani Metals & Tubes Limited,Steel,Stage 2,19,115.298,watchlist,weekly_breakout,watchlist,62.74,15.01,20.66,0.44,0.29,0.5,True,True,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-06-05,NLCINDIA.NS,NLC India Limited,Utilities,Stage 2,9,114.594,forming_vcp,weekly_breakout,watchlist,66.72,38.63,53.14,0.69,0.41,0.66,True,True,"Stage 2, Clean Stage 2, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-06-05,ARVIND.NS,Arvind Limited,Textile Manufacturing,Stage 2,4,114.202,watchlist,weekly_breakout,watchlist,73.51,48.78,55.03,0.85,0.49,1.42,True,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_strong"
2026-06-05,CUMMINSIND.NS,Cummins India Limited,Specialty Industrial Machinery,Stage 2,6,111.31,watchlist,weekly_breakout,watchlist,71.55,26.74,39.54,1.05,0.78,0.82,False,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong"
2026-06-05,STLTECH.NS,Sterlite Technologies Limited,Communication Equipment,Stage 2,15,109.556,watchlist,weekly_breakout,watchlist,64.03,262.88,511.11,0.49,1.91,1.0,True,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_strong"
2026-06-05,RPTECH.NS,Rashi Peripherals Limited,Technology,Stage 2,2,108.858,watchlist,weekly_near_pivot,watchlist,74.29,62.03,76.81,0.73,0.51,1.04,True,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_strong"
2026-06-05,ADANIGREEN.NS,Adani Green Energy Limited,Utilities - Renewable,Stage 2,1,107.236,watchlist,weekly_breakout,watchlist,79.93,78.51,61.5,0.85,2.39,1.0,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-06-05,LAURUSLABS.NS,Laurus Labs Limited,Drug Manufacturers - Specialty & Generic,Stage 2,10,107.128,forming_vcp,weekly_breakout,watchlist,65.64,44.5,53.3,0.81,0.7,1.1,True,False,"Stage 2, Extended Stage 2, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_strong"
2026-06-05,TDPOWERSYS.NS,TD Power Systems Limited,Specialty Industrial Machinery,Stage 2,23,106.938,watchlist,weekly_breakout,watchlist,60.94,54.48,82.6,0.8,0.42,1.01,True,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_strong"
2026-06-05,NUVAMA.NS,Nuvama Wealth Management Limited,Asset Management,Stage 2,24,106.656,watchlist,weekly_breakout,watchlist,60.78,34.41,23.11,0.78,0.5,0.97,True,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_strong"
2026-06-05,SYRMA.NS,Syrma SGS Technology Limited,Electronic Components,Stage 2,25,106.354,watchlist,weekly_breakout,watchlist,60.52,65.99,65.07,0.76,0.46,1.07,True,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_strong"
2026-06-05,AKUMS.NS,Akums Drugs and Pharmaceuticals Limited,Drug Manufacturers - Specialty & Generic,Stage 2,30,105.884,watchlist,weekly_near_pivot,watchlist,59.42,24.56,41.21,0.7,0.4,0.81,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
