snapshot_date,ticker,Company Name,Industry,stage,current_rank,interesting_priority,daily_setup_bucket,weekly_setup_bucket,combined_bucket,final_combined_score,rs_3m_pct,rs_6m_pct,volume_dryup_ratio,breakout_volume_ratio,weekly_volume_ratio,volume_is_drying_up,weekly_volume_is_drying_up,notes
2026-05-26,USHAMART.NS,Usha Martin Limited,Steel,Stage 2,6,106.376,watchlist,weekly_near_pivot,watchlist,76.88,25.54,19.43,0.9,0.68,0.66,False,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong"
2026-05-26,LAURUSLABS.NS,Laurus Labs Limited,Drug Manufacturers - Specialty & Generic,Stage 2,13,102.834,watchlist,weekly_breakout,watchlist,72.92,41.02,48.8,1.0,0.83,0.96,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-05-26,RPTECH.NS,Rashi Peripherals Limited,Technology,Stage 2,14,102.504,watchlist,weekly_breakout,watchlist,72.52,54.23,70.24,1.24,0.55,0.9,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-05-26,ARVIND.NS,Arvind Limited,Textile Manufacturing,Stage 2,16,101.694,watchlist,weekly_breakout,watchlist,70.97,39.74,49.59,1.52,0.76,0.97,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-05-26,IOLCP.NS,IOL Chemicals and Pharmaceuticals Limited,Drug Manufacturers - Specialty & Generic,Stage 2,18,100.762,watchlist,weekly_breakout,watchlist,68.81,91.62,60.89,2.3,4.44,4.49,False,False,"Stage 2, Extended Stage 2, weekly_vcp_ok, weekly_strong"
2026-05-26,DIACABS.NS,Diamond Power Infrastructure Limited,Specialty Industrial Machinery,Stage 2,23,99.236,watchlist,weekly_breakout,watchlist,67.43,58.79,50.87,2.18,4.45,2.27,False,False,"Stage 2, Extended Stage 2, weekly_vcp_ok, weekly_strong"
2026-05-26,SHILPAMED.NS,Shilpa Medicare Limited,Drug Manufacturers - Specialty & Generic,Stage 2,24,98.96,watchlist,weekly_breakout,watchlist,67.3,61.49,52.21,1.75,1.79,2.89,False,False,"Stage 2, Extended Stage 2, weekly_vcp_ok, weekly_strong"
2026-05-26,STAR.NS,Strides Pharma Science Limited,Drug Manufacturers - Specialty & Generic,Stage 2,8,98.568,watchlist,weekly_near_pivot,watchlist,75.34,40.5,38.84,1.41,0.73,0.97,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-05-26,GLENMARK.NS,Glenmark Pharmaceuticals Limited,Drug Manufacturers - Specialty & Generic,Stage 2,30,97.298,watchlist,weekly_breakout,watchlist,66.49,21.14,35.71,1.11,0.67,1.32,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-05-26,ADANIENSOL.NS,Adani Energy Solutions Limited,Utilities,Stage 2,22,93.516,watchlist,weekly_near_pivot,watchlist,67.58,51.34,53.63,1.14,1.51,1.19,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
