snapshot_date,ticker,Company Name,Industry,stage,current_rank,interesting_priority,daily_setup_bucket,weekly_setup_bucket,combined_bucket,final_combined_score,rs_3m_pct,rs_6m_pct,volume_dryup_ratio,breakout_volume_ratio,weekly_volume_ratio,volume_is_drying_up,weekly_volume_is_drying_up,notes
2026-05-26,VISHNU.NS,Vishnu Chemicals Limited,Specialty Chemicals,Stage 2,17,117.36,watchlist,weekly_breakout,watchlist,70.55,22.65,32.46,0.82,0.71,0.82,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-26,CUMMINSIND.NS,Cummins India Limited,Specialty Industrial Machinery,Stage 2,2,116.96,watchlist,weekly_near_pivot,watchlist,79.8,20.51,33.81,0.53,0.67,0.52,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-26,COALINDIA.NS,Coal India Limited,Energy,Stage 2,3,116.568,watchlist,weekly_near_pivot,watchlist,79.09,14.22,30.95,0.74,1.61,0.83,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-26,AXISCADES.NS,AXISCADES Technologies Limited,Engineering & Construction,Stage 2,19,116.478,watchlist,weekly_breakout,watchlist,68.64,44.27,41.26,0.73,1.36,0.83,True,True,"Stage 2, Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-26,NATCOPHARM.NS,Natco Pharma Limited,Drug Manufacturers - Specialty & Generic,Stage 2,4,116.16,watchlist,weekly_near_pivot,watchlist,78.3,39.06,45.58,0.6,0.51,0.54,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-26,SONACOMS.NS,Sona BLW Precision Forgings Limited,Auto Parts,Stage 2,21,115.772,watchlist,weekly_breakout,watchlist,67.61,20.32,29.44,0.63,0.72,0.6,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-26,NATIONALUM.NS,National Aluminium Company Limited,Basic Materials,Stage 2,7,115.042,watchlist,weekly_near_pivot,watchlist,76.46,28.64,77.16,0.63,0.88,0.6,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-26,ADANIGREEN.NS,Adani Green Energy Limited,Utilities - Renewable,Stage 2,11,110.72,watchlist,weekly_breakout,watchlist,74.85,56.57,49.64,0.98,1.04,0.72,False,True,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong"
2026-05-26,NLCINDIA.NS,NLC India Limited,Utilities,Stage 2,12,110.168,watchlist,weekly_breakout,watchlist,73.34,35.66,50.08,1.98,0.82,0.65,False,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong"
2026-05-26,KINGFA.NS,Kingfa Science & Technology (India) Limited,Specialty Chemicals,Stage 2,1,107.314,watchlist,weekly_breakout,watchlist,80.32,41.23,39.92,0.98,2.52,1.22,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
