snapshot_date,ticker,Company Name,Industry,stage,stage_raw,stage_variant,stage_confidence,stage_reason,stage_state_reason,stage_failed_since,last_stage2_date,stage_pending_raw,current_rank,interesting_priority,daily_setup_bucket,weekly_setup_bucket,combined_bucket,final_combined_score,rs_3m_pct,rs_6m_pct,volume_dryup_ratio,breakout_volume_ratio,weekly_volume_ratio,volume_is_drying_up,weekly_volume_is_drying_up,notes
2026-07-08,WELSPUNLIV.NS,Welspun Living Limited,Textile Manufacturing,Stage 2,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-07-07,,20,119.816,near_pivot,weekly_watchlist,watchlist,66.58,29.11,34.46,0.82,0.99,0.78,True,True,"Stage 2, Clean Stage 2, trend_template_ok, daily_vcp_ok, volume_dryup, weekly_volume_dryup"
2026-07-08,SPARC.NS,Sun Pharma Advanced Research Company Limited,Drug Manufacturers - Specialty & Generic,Stage 2,Stage 2,Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-07-07,,12,118.376,watchlist,weekly_breakout,watchlist,69.38,78.72,107.25,0.45,2.26,0.76,True,True,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-07-08,PRIVISCL.NS,Privi Speciality Chemicals Limited,Specialty Chemicals,Stage 2,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-07-07,,2,116.408,watchlist,weekly_near_pivot,watchlist,77.04,19.05,38.3,0.63,0.67,0.74,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-07-08,FEDERALBNK.NS,The Federal Bank  Limited,Banks - Regional,Stage 2,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-07-07,,19,116.122,watchlist,weekly_breakout,watchlist,66.86,8.67,35.81,0.55,0.3,0.39,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-07-08,ADANIGREEN.NS,Adani Green Energy Limited,Utilities - Renewable,Stage 2,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-07-07,,3,115.64,watchlist,weekly_near_pivot,watchlist,74.45,35.35,56.2,0.69,0.76,0.62,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-07-08,SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,Drug Manufacturers - Specialty & Generic,Stage 2,Stage 2,Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-07-07,,5,115.008,watchlist,weekly_near_pivot,watchlist,73.79,11.12,16.85,0.7,1.26,0.58,True,True,"Stage 2, Clean Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-07-08,PGHL.NS,Procter & Gamble Health Limited,Drug Manufacturers - Specialty & Generic,Stage 2,Stage 2,Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-07,,8,113.958,watchlist,weekly_near_pivot,watchlist,72.29,27.13,21.74,0.47,1.11,0.57,True,True,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-07-08,KIMS.NS,Krishna Institute of Medical Sciences Limited,Medical Care Facilities,Stage 2,Stage 2,Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-07,,27,113.888,watchlist,weekly_breakout,watchlist,65.69,18.05,36.72,0.83,1.05,0.89,True,True,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-07-08,KPRMILL.NS,K.P.R. Mill Limited,Textile Manufacturing,Stage 2,Stage 2,Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-07,,29,113.316,watchlist,weekly_breakout,watchlist,65.33,23.69,30.67,0.71,0.28,0.44,True,True,"Stage 2, Early Stage 2, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-07-08,ARVIND.NS,Arvind Limited,Textile Manufacturing,Stage 2,Stage 2,Stage 2,0.76,Advancing structure detected.,,,2026-07-07,,6,111.558,watchlist,weekly_breakout,watchlist,72.79,31.45,77.3,1.04,0.61,0.68,False,True,"Stage 2, Stage 2, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong"
2026-07-08,RAINBOW.NS,Rainbow Childrens Medicare Limited,Medical Care Facilities,Stage 2,Stage 2,Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-07,,26,108.156,watchlist,weekly_near_pivot,watchlist,65.78,11.24,17.4,0.64,1.16,0.67,True,True,"Stage 2, Early Stage 2, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-07-08,POKARNA.NS,Pokarna Limited,Building Products & Equipment,Stage 2,Stage 2,Stage 2,0.76,Advancing structure detected.,,,2026-07-07,,17,107.736,watchlist,weekly_breakout,watchlist,67.43,7.47,31.59,0.89,0.56,0.63,False,True,"Stage 2, Stage 2, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong"
2026-07-08,BALAMINES.NS,Balaji Amines Limited,Specialty Chemicals,Stage 2,Stage 2,Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-07-07,,7,107.25,watchlist,weekly_near_pivot,watchlist,72.5,101.79,114.51,0.76,4.34,1.24,True,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_strong"
