snapshot_date,ticker,Company Name,Industry,stage,current_rank,interesting_priority,daily_setup_bucket,weekly_setup_bucket,combined_bucket,final_combined_score,rs_3m_pct,rs_6m_pct,volume_dryup_ratio,breakout_volume_ratio,weekly_volume_ratio,volume_is_drying_up,weekly_volume_is_drying_up,notes
2026-05-18,NATCOPHARM.NS,Natco Pharma Limited,Drug Manufacturers - Specialty & Generic,Stage 2,2,121.762,watchlist,weekly_breakout,watchlist,73.81,47.9,49.54,0.81,0.53,0.68,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-18,CUMMINSIND.NS,Cummins India Limited,Specialty Industrial Machinery,Stage 2,3,121.412,watchlist,weekly_breakout,watchlist,73.31,28.5,29.86,0.58,0.49,0.62,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-18,COALINDIA.NS,Coal India Limited,Energy,Stage 2,5,114.844,watchlist,weekly_near_pivot,watchlist,72.97,20.58,30.14,0.8,0.64,0.76,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-18,AXISCADES.NS,AXISCADES Technologies Limited,Engineering & Construction,Stage 2,24,114.344,watchlist,weekly_breakout,watchlist,64.22,56.02,43.4,0.81,0.97,0.81,True,True,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-18,SANGAMIND.NS,Sangam (India) Limited,Textile Manufacturing,Stage 2,15,111.578,watchlist,weekly_near_pivot,watchlist,69.14,11.33,19.34,0.51,0.34,0.43,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-18,MANINDS.NS,Man Industries (India) Limited,Steel,Stage 2,1,109.618,watchlist,weekly_near_pivot,watchlist,76.84,37.81,51.75,0.81,0.79,0.98,True,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_strong"
2026-05-18,NMDC.NS,NMDC Limited,Steel,Stage 2,4,108.116,watchlist,weekly_near_pivot,watchlist,73.08,18.48,27.97,0.84,0.57,1.18,True,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_strong"
2026-05-18,ADANIPOWER.NS,Adani Power Limited,Utilities,Stage 2,8,103.868,watchlist,weekly_breakout,watchlist,71.84,55.28,52.38,0.86,0.52,0.98,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-05-18,STAR.NS,Strides Pharma Science Limited,Drug Manufacturers - Specialty & Generic,Stage 2,9,103.386,watchlist,weekly_breakout,watchlist,70.68,41.87,26.18,1.41,5.36,2.13,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-05-18,ARVIND.NS,Arvind Limited,Textile Manufacturing,Stage 2,10,103.082,watchlist,weekly_breakout,watchlist,70.41,37.95,45.26,3.16,6.9,2.85,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-05-18,INOXINDIA.NS,INOX India Limited,Specialty Industrial Machinery,Stage 2,11,102.8,watchlist,weekly_breakout,watchlist,70.25,31.09,24.72,1.28,0.58,1.01,False,False,"Stage 2, Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-05-18,RPTECH.NS,Rashi Peripherals Limited,Technology,Stage 2,12,102.52,watchlist,weekly_breakout,watchlist,70.1,47.92,64.4,1.68,1.4,1.74,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-05-18,NLCINDIA.NS,NLC India Limited,Utilities,Stage 2,13,102.258,watchlist,weekly_breakout,watchlist,70.04,42.96,43.95,2.08,0.85,3.58,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-05-18,LAURUSLABS.NS,Laurus Labs Limited,Drug Manufacturers - Specialty & Generic,Stage 2,14,101.924,watchlist,weekly_breakout,watchlist,69.62,39.31,41.21,1.4,0.91,1.25,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-05-18,AZAD.NS,Azad Engineering Limited,Specialty Industrial Machinery,Stage 2,17,101.034,watchlist,weekly_breakout,watchlist,68.92,28.1,26.8,1.08,1.41,1.03,False,False,"Stage 2, Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-05-18,KINGFA.NS,Kingfa Science & Technology (India) Limited,Specialty Chemicals,Stage 2,20,100.1,watchlist,weekly_breakout,watchlist,68.0,27.82,27.13,1.49,1.34,1.02,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-05-18,ADANIGREEN.NS,Adani Green Energy Limited,Utilities - Renewable,Stage 2,21,99.474,watchlist,weekly_breakout,watchlist,66.12,46.1,35.09,0.95,0.65,1.27,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-05-18,PAISALO.NS,Paisalo Digital Limited,Credit Services,Stage 2,23,98.684,watchlist,weekly_breakout,watchlist,64.67,41.9,47.04,1.07,0.49,1.04,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-05-18,ROSSTECH.NS,Rossell Techsys Limited,Aerospace & Defense,Stage 2,25,98.002,watchlist,weekly_breakout,watchlist,63.76,27.83,29.54,1.52,0.54,1.83,False,False,"Stage 2, Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-05-18,SHILPAMED.NS,Shilpa Medicare Limited,Drug Manufacturers - Specialty & Generic,Stage 2,26,97.744,watchlist,weekly_breakout,watchlist,63.72,56.24,29.9,1.24,1.66,1.29,False,False,"Stage 2, Extended Stage 2, weekly_vcp_ok, weekly_strong"
