snapshot_date,ticker,Company Name,Industry,stage,current_rank,interesting_priority,daily_setup_bucket,weekly_setup_bucket,combined_bucket,final_combined_score,rs_3m_pct,rs_6m_pct,volume_dryup_ratio,breakout_volume_ratio,weekly_volume_ratio,volume_is_drying_up,weekly_volume_is_drying_up,notes
2026-05-21,CUMMINSIND.NS,Cummins India Limited,Specialty Industrial Machinery,Stage 2,2,121.702,watchlist,weekly_breakout,watchlist,73.51,25.13,36.03,0.6,0.63,0.55,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-21,ADANIPOWER.NS,Adani Power Limited,Utilities,Stage 2,17,116.712,watchlist,weekly_breakout,watchlist,67.31,59.84,55.36,0.78,0.65,0.79,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-21,COALINDIA.NS,Coal India Limited,Energy,Stage 2,3,115.432,watchlist,weekly_near_pivot,watchlist,73.41,18.51,30.15,0.68,0.63,0.57,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-21,AXISCADES.NS,AXISCADES Technologies Limited,Engineering & Construction,Stage 2,26,113.898,watchlist,weekly_breakout,watchlist,64.49,53.7,45.04,0.76,0.72,0.72,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-21,ROSSTECH.NS,Rossell Techsys Limited,Aerospace & Defense,Stage 2,7,111.178,watchlist,weekly_breakout,watchlist,72.14,41.3,47.44,1.39,0.49,0.84,False,True,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong"
2026-05-21,ABSLAMC.NS,Aditya Birla Sun Life AMC Limited,Asset Management,Stage 2,16,110.968,watchlist,weekly_near_pivot,watchlist,67.34,23.6,47.33,0.64,0.22,0.4,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-21,INOXINDIA.NS,INOX India Limited,Specialty Industrial Machinery,Stage 2,8,110.862,watchlist,weekly_breakout,watchlist,71.81,33.57,27.53,1.04,0.63,0.64,False,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong"
2026-05-21,NATCOPHARM.NS,Natco Pharma Limited,Drug Manufacturers - Specialty & Generic,Stage 2,10,109.992,watchlist,weekly_breakout,watchlist,69.96,40.86,53.38,0.86,0.79,0.7,False,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong"
2026-05-21,SANGAMIND.NS,Sangam (India) Limited,Textile Manufacturing,Stage 2,25,108.17,watchlist,weekly_near_pivot,watchlist,64.6,13.32,15.97,0.43,0.27,0.42,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-21,NMDC.NS,NMDC Limited,Steel,Stage 2,4,106.126,watchlist,weekly_near_pivot,watchlist,73.13,19.45,28.67,0.86,0.49,0.73,False,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong"
