snapshot_date,ticker,Company Name,Industry,stage,current_rank,interesting_priority,daily_setup_bucket,weekly_setup_bucket,combined_bucket,final_combined_score,rs_3m_pct,rs_6m_pct,volume_dryup_ratio,breakout_volume_ratio,weekly_volume_ratio,volume_is_drying_up,weekly_volume_is_drying_up,notes
2026-05-20,NATCOPHARM.NS,Natco Pharma Limited,Drug Manufacturers - Specialty & Generic,Stage 2,4,121.254,watchlist,weekly_breakout,watchlist,73.77,38.52,49.93,0.82,0.63,0.7,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-20,CUMMINSIND.NS,Cummins India Limited,Specialty Industrial Machinery,Stage 2,5,120.902,watchlist,weekly_breakout,watchlist,73.26,26.45,32.38,0.62,0.82,0.55,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-20,ADANIPOWER.NS,Adani Power Limited,Utilities,Stage 2,9,119.7,watchlist,weekly_breakout,watchlist,72.25,61.38,52.26,0.79,0.42,0.82,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-20,SANGAMIND.NS,Sangam (India) Limited,Textile Manufacturing,Stage 2,3,115.524,watchlist,weekly_near_pivot,watchlist,73.87,11.19,17.97,0.48,0.26,0.39,True,True,"Stage 2, Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-20,COALINDIA.NS,Coal India Limited,Energy,Stage 2,8,113.976,watchlist,weekly_near_pivot,watchlist,72.38,17.12,28.41,0.81,0.31,0.63,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-20,AXISCADES.NS,AXISCADES Technologies Limited,Engineering & Construction,Stage 2,28,113.394,watchlist,weekly_breakout,watchlist,64.47,51.07,40.93,0.76,0.42,0.71,True,True,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-20,INOXINDIA.NS,INOX India Limited,Specialty Industrial Machinery,Stage 2,12,109.854,watchlist,weekly_breakout,watchlist,71.77,30.77,29.3,1.06,0.28,0.8,False,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong"
2026-05-20,ABSLAMC.NS,Aditya Birla Sun Life AMC Limited,Asset Management,Stage 2,22,109.354,watchlist,weekly_near_pivot,watchlist,66.77,23.54,45.02,0.73,0.4,0.49,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-20,MANINDS.NS,Man Industries (India) Limited,Steel,Stage 2,2,105.984,watchlist,weekly_breakout,watchlist,74.92,49.43,47.81,1.09,2.87,1.87,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-05-20,ARVIND.NS,Arvind Limited,Textile Manufacturing,Stage 2,6,104.558,watchlist,weekly_breakout,watchlist,72.79,36.6,54.06,3.26,1.06,2.96,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-05-20,NLCINDIA.NS,NLC India Limited,Utilities,Stage 2,14,102.008,watchlist,weekly_breakout,watchlist,70.04,45.19,49.17,2.12,0.33,3.63,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
