snapshot_date,ticker,Company Name,Industry,stage,current_rank,interesting_priority,daily_setup_bucket,weekly_setup_bucket,combined_bucket,final_combined_score,rs_3m_pct,rs_6m_pct,volume_dryup_ratio,breakout_volume_ratio,weekly_volume_ratio,volume_is_drying_up,weekly_volume_is_drying_up,notes
2026-05-22,INOXINDIA.NS,INOX India Limited,Specialty Industrial Machinery,Stage 2,2,122.308,watchlist,weekly_breakout,watchlist,76.54,33.58,28.7,0.75,0.33,0.61,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-22,CUMMINSIND.NS,Cummins India Limited,Specialty Industrial Machinery,Stage 2,3,122.026,watchlist,weekly_breakout,watchlist,76.38,21.07,35.01,0.56,0.45,0.49,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-22,NATCOPHARM.NS,Natco Pharma Limited,Drug Manufacturers - Specialty & Generic,Stage 2,7,120.536,watchlist,weekly_breakout,watchlist,73.93,39.15,50.22,0.74,0.36,0.61,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-22,ESABINDIA.NS,Esab India Limited,Tools & Accessories,Stage 2,19,116.87,watchlist,weekly_breakout,watchlist,70.6,35.67,39.7,0.63,1.23,0.81,True,True,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-22,COALINDIA.NS,Coal India Limited,Energy,Stage 2,1,116.626,watchlist,weekly_near_pivot,watchlist,76.88,17.02,30.86,0.64,0.82,0.59,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-22,AXISCADES.NS,AXISCADES Technologies Limited,Engineering & Construction,Stage 2,29,113.81,watchlist,weekly_breakout,watchlist,67.8,43.17,39.57,0.76,0.62,0.75,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-22,ABSLAMC.NS,Aditya Birla Sun Life AMC Limited,Asset Management,Stage 2,18,111.122,watchlist,weekly_near_pivot,watchlist,70.61,19.36,45.7,0.48,0.21,0.39,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-22,KINGFA.NS,Kingfa Science & Technology (India) Limited,Specialty Chemicals,Stage 2,13,109.6,watchlist,weekly_breakout,watchlist,71.75,28.96,31.02,0.87,0.35,0.88,False,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong"
2026-05-22,SONACOMS.NS,Sona BLW Precision Forgings Limited,Auto Parts,Stage 2,16,108.716,watchlist,weekly_breakout,watchlist,71.08,19.45,26.32,0.92,0.9,0.58,False,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong"
2026-05-22,SANGAMIND.NS,Sangam (India) Limited,Textile Manufacturing,Stage 2,26,108.706,watchlist,weekly_near_pivot,watchlist,68.53,16.86,18.75,0.41,0.27,0.43,True,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong"
2026-05-22,ADANIGREEN.NS,Adani Green Energy Limited,Utilities - Renewable,Stage 2,23,106.584,watchlist,weekly_breakout,watchlist,69.17,44.01,36.15,1.0,0.34,0.87,False,True,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong"
2026-05-22,SIEMENS.NS,Siemens Limited,Specialty Industrial Machinery,Stage 2,24,106.234,watchlist,weekly_breakout,watchlist,68.67,27.37,26.12,1.01,1.01,0.87,False,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong"
2026-05-22,USHAMART.NS,Usha Martin Limited,Steel,Stage 2,6,106.004,watchlist,weekly_near_pivot,watchlist,75.02,19.21,12.56,1.02,0.38,0.57,False,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong"
2026-05-22,NLCINDIA.NS,NLC India Limited,Utilities,Stage 2,27,105.418,watchlist,weekly_breakout,watchlist,68.34,37.98,47.56,2.02,0.34,0.84,False,True,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong"
2026-05-22,AZAD.NS,Azad Engineering Limited,Specialty Industrial Machinery,Stage 2,10,103.67,watchlist,weekly_breakout,watchlist,73.35,26.57,30.8,0.98,0.36,1.2,False,False,"Stage 2, Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-05-22,LAURUSLABS.NS,Laurus Labs Limited,Drug Manufacturers - Specialty & Generic,Stage 2,11,103.334,watchlist,weekly_breakout,watchlist,72.92,37.43,45.01,1.1,0.81,1.01,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-05-22,RPTECH.NS,Rashi Peripherals Limited,Technology,Stage 2,12,103.004,watchlist,weekly_breakout,watchlist,72.52,55.87,72.0,1.47,0.44,1.52,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-05-22,STAR.NS,Strides Pharma Science Limited,Drug Manufacturers - Specialty & Generic,Stage 2,15,101.994,watchlist,weekly_breakout,watchlist,71.22,39.28,28.53,1.57,0.4,2.88,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-05-22,ARVIND.NS,Arvind Limited,Textile Manufacturing,Stage 2,17,101.43,watchlist,weekly_breakout,watchlist,70.9,35.14,43.39,1.73,0.56,3.03,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-05-22,VISHNU.NS,Vishnu Chemicals Limited,Specialty Chemicals,Stage 2,20,100.582,watchlist,weekly_breakout,watchlist,70.41,24.13,33.14,0.89,0.57,1.02,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
