snapshot_date,ticker,Company Name,Industry,stage,current_rank,interesting_priority,daily_setup_bucket,weekly_setup_bucket,combined_bucket,final_combined_score,rs_3m_pct,rs_6m_pct,volume_dryup_ratio,breakout_volume_ratio,weekly_volume_ratio,volume_is_drying_up,weekly_volume_is_drying_up,notes
2026-06-01,LAURUSLABS.NS,Laurus Labs Limited,Drug Manufacturers - Specialty & Generic,Stage 2,10,103.174,watchlist,weekly_breakout,watchlist,70.87,37.15,50.79,0.93,1.4,1.01,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-06-01,AIAENG.NS,AIA Engineering Limited,Specialty Industrial Machinery,Stage 2,12,102.522,watchlist,weekly_breakout,watchlist,70.11,25.21,31.03,2.13,2.43,5.3,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-06-01,COALINDIA.NS,Coal India Limited,Energy,Stage 2,1,101.666,watchlist,weekly_near_pivot,watchlist,82.08,17.05,36.59,1.92,2.88,3.83,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-06-01,RPTECH.NS,Rashi Peripherals Limited,Technology,Stage 2,2,101.166,watchlist,weekly_near_pivot,watchlist,80.83,58.79,78.56,0.96,2.04,0.93,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-06-01,VISHNU.NS,Vishnu Chemicals Limited,Specialty Chemicals,Stage 2,20,98.958,watchlist,weekly_breakout,watchlist,62.29,29.58,28.18,1.71,15.32,3.72,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-06-01,MARINE.NS,Marine Electricals (India) Limited,Electrical Equipment & Parts,Stage 2,21,98.698,watchlist,weekly_breakout,watchlist,62.24,39.39,19.29,1.89,3.04,3.34,False,False,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-06-01,IOLCP.NS,IOL Chemicals and Pharmaceuticals Limited,Drug Manufacturers - Specialty & Generic,Stage 2,23,98.08,watchlist,weekly_breakout,watchlist,61.65,76.35,49.2,2.27,0.77,2.07,False,False,"Stage 2, Extended Stage 2, weekly_vcp_ok, weekly_strong"
2026-06-01,NATIONALUM.NS,National Aluminium Company Limited,Basic Materials,Stage 2,8,97.726,watchlist,weekly_near_pivot,watchlist,71.13,28.81,79.0,1.36,0.86,2.48,False,False,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong"
2026-06-01,WELSPUNLIV.NS,Welspun Living Limited,Textile Manufacturing,Stage 2,9,97.442,watchlist,weekly_near_pivot,watchlist,70.96,22.23,18.61,1.11,3.14,1.18,False,False,"Stage 2, Early Stage 2, weekly_vcp_ok, weekly_strong"
2026-06-01,DIACABS.NS,Diamond Power Infrastructure Limited,Specialty Industrial Machinery,Stage 2,28,96.596,watchlist,weekly_breakout,watchlist,60.48,38.42,38.63,1.57,1.01,2.41,False,False,"Stage 2, Early Stage 2, weekly_vcp_ok, weekly_strong"
